domain,soa_rname,caa_iodef,dmarc_rua,dmarc_ruf,security_at_status,abuse_at_status,catch_all,mx_count
locates.com.br,root@mi3-ss118.a2hosting.com,,dmarc@locates.com.br,dmarc@locates.com.br,rejected,rejected,False,2
loft47.com,awsdns-hostmaster@amazon.com,,az4x3wjb@ag.ca.dmarcian.com; postmaster@loft47.com,,rejected,accepted,False,5
logcomex.ai,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,1
logic.inc,awsdns-hostmaster@amazon.com,,dmarc-report@logic.app,dmarc-report@logic.app,accepted(catch-all),accepted(catch-all),True,5
logrocket.com,dns@cloudflare.com,,59da60b48057444582ce233bb90e3303@dmarc-reports.cloudflare.net; c9p3l8l1n3t5m3f1@apphub-team.slack.com,,accepted(catch-all),accepted(catch-all),True,5
logto.io,dns@cloudflare.com,,18e7014184f44df4ae961762ff124b30@dmarc-reports.cloudflare.net,,accepted,accepted,False,5
lokalise.com,awsdns-hostmaster@amazon.com,,re+d2xoo6uf3z9@dmarc.postmarkapp.com,,accepted,accepted,False,5
lookback.io,awsdns-hostmaster@amazon.com,,dmarc_agg@vali.email,,accepted(catch-all),accepted(catch-all),True,5
loopai.com,dns@cloudflare.com,,dmarc-reports@loopai.com,,accepted(catch-all),accepted(catch-all),True,5
loopboard.io,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,3
lorikeetcx.ai,dns@jomax.net,,postmaster@lorikeetcx.ai,,accepted,accepted,False,1
lovepopcards.com,awsdns-hostmaster@amazon.com,,rua@dmarc.brevo.com,,rejected,accepted,False,5
lulifama.com,dns@cloudflare.com,,dmarc@lulifama.com,dmarc-forense@lulifama.com,rejected,rejected,False,1
lumar.io,awsdns-hostmaster@amazon.com,,security@lumar.io; dmarc@uc5jgb63.uriports.com,security@lumar.io; dmarc@uc5jgb63.uriports.com,accepted,accepted,False,5
luminovo.com,dns@cloudflare.com,,ae028c2a5f754c539b5abb8817bc0927@dmarc-reports.cloudflare.net; 51183d5d10624158a72c538483b41c61@dmarc-reports.cloudflare.net; 2d69614e24@rua.easydmarc.eu; dmarc_agg@vali.email,2d69614e24@ruf.easydmarc.eu,accepted(catch-all),accepted(catch-all),True,5
luminpdf.com,dns@cloudflare.com,,dmarc@luminpdf.com,,accepted,accepted,False,5
lumonic.com,awsdns-hostmaster@amazon.com,,kevin@lumonic.com,kevin@lumonic.com,accepted(catch-all),accepted(catch-all),True,5
lusha.com,awsdns-hostmaster@amazon.com,,e5f11c2159@rua.easydmarc.asia,e5f11c2159@ruf.easydmarc.asia,accepted(catch-all),accepted(catch-all),True,5
mabl.com,cloud-dns-hostmaster@google.com,,1owkxmay@ag.us.dmarcian.com,dmarc-reports@mabl.com,accepted(catch-all),accepted(catch-all),True,5
madelevator.com,namehost@WORLDNIC.com,,dmarc_agg@vali.email,,rejected,rejected,False,1
maestrobrasil.ai,dns@cloudflare.com,,accounts@maestrowealth.ai,accounts@maestrowealth.ai,accepted(catch-all),accepted(catch-all),True,1
maestrolabs.com,awsdns-hostmaster@amazon.com,,security@maestrolabs.com,,accepted,rejected,False,1
magicpatterns.com,hostmaster@nsone.net,,,,accepted(catch-all),accepted(catch-all),True,5
magicpost.in,dns@cloudflare.com,,rua@dmarc.brevo.com; naile.titah@magicpost.in,,accepted(catch-all),accepted(catch-all),True,5
magnific.com,hostmaster@magnific.com,,security@magnific.com,,accepted(catch-all),accepted(catch-all),True,5
mailersend.com,dns@cloudflare.com,,dmarc_agg@dmarc.250ok.net; rua-dev@tests.mailertest.com; rua@mailertest.com; rua@dmarc.mailertest.com,dmarc_fr@dmarc.250ok.net,accepted(catch-all),accepted(catch-all),True,6
mailkit.com,hostmaster@mailkit.com,,pi1rqn5o@ag.dmarcian-eu.com; dmarc-rua@mailkit.com,,rejected,accepted,False,1
mailmonitor.com,dns@cloudflare.com,,882df5@dmarcmntr.com,,accepted(catch-all),accepted(catch-all),True,5
majans.com,dns@cloudflare.com,,marketing@majans.com,,rejected,rejected,False,1
make.com,awsdns-hostmaster@amazon.com,,,,accepted,accepted,False,5
manatal.com,dns@cloudflare.com,,e0610fbe@dmarc.mailgun.org; 680ead78@inbox.ondmarc.com; dmarc_agg@vali.email,e0610fbe@dmarc.mailgun.org; 680ead78@inbox.ondmarc.com,accepted,accepted,False,5
maniv.com,dns@jomax.net,,,,rejected,accepted,False,5
manossoftware.com,dns@cloudflare.com,,dmarc@manossoftware.com,dmarc@manossoftware.com,accepted(catch-all),accepted(catch-all),True,4
manufact.com,dns@cloudflare.com,,dmarc@manufact.com,,accepted,accepted,False,5
manus.im,awsdns-hostmaster@amazon.com,,postmaster@manus.im,,rejected,rejected,False,1
mapbox.com,awsdns-hostmaster@amazon.com,,zhrzoh57@ag.dmarcian.com,zhrzoh57@fr.dmarcian.com,accepted,accepted,False,7
marcura.com,dns@cloudflare.com,,7e90772cadc64591b2e42b6ab62f6f57@dmarc-reports.cloudflare.net; 5tk2dt9j@ag.dmarcian.com,5tk2dt9j@fr.dmarcian.com,rejected,rejected,False,2
marketproof.com,dns@cloudflare.com,,,,rejected,accepted,False,5
marketxls.com,awsdns-hostmaster@amazon.com,,dmarc@marketxls.com,,rejected,accepted,False,5
marq.com,awsdns-hostmaster@amazon.com,,re+zfwssad71xs@dmarc.postmarkapp.com; dmarc_agg@vali.email,,accepted,accepted,False,5
marqii.com,awsdns-hostmaster@amazon.com,,postmaster@marqii.com,postmaster@marqii.com,accepted(catch-all),accepted(catch-all),True,5
martecko.com,dns@hostinger.com,,,,rejected,accepted,False,1
marvinrecruiter.com,cloud-dns-hostmaster@google.com,,,,rejected,accepted,False,5
masters.vc,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
matador.ai,awsdns-hostmaster@amazon.com,,ab7c0c449f@rua.easydmarc.us,ab7c0c449f@ruf.easydmarc.us,accepted,accepted,False,5
materialsmarket.com,dns@cloudflare.com,,15277b3b68fb45178dc18d69c55dd247@dmarc-reports.cloudflare.net; dmarc@materialsmarket.com,,accepted(catch-all),accepted(catch-all),True,5
matik.io,awsdns-hostmaster@amazon.com,,dmarc@matik.io,,accepted,accepted,False,6
maxhealth.tech,dns@cloudflare.com,,1933f2da742e460688a9bd700f277a2a@dmarc-reports.cloudflare.net,,rejected,rejected,False,1
maya-pci.com,hostmaster@infomaniak.ch,,dmarc@okam.ch,dmarc@okam.ch,rejected,rejected,False,1
mdcdatacenters.com,dns@jomax.net,,it@mdcdatacenters.com,it@mdcdatacenters.com,rejected,accepted,False,5
mdgsolutions.com,dns@cloudflare.com,,dmarc@mdgadvertising.com; dmarc@mail.brandamplifi.com,,rejected,accepted,False,5
me-qr.com,dns@cloudflare.com,,postmaster@me-qr.com; dmarc@me-qr.com,,rejected,rejected,False,1
me.sh,dns@cloudflare.com,,452725f301244869a0d36289e94801c5@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,5
meandu.com,dns@jomax.net,,dmarc@meandu.com,,accepted(catch-all),accepted(catch-all),True,5
measured.com,dns@jomax.net,,jeyo.sargunam@measured.com,jeyo.sargunam@measured.com,accepted,accepted,False,5
mebot.ai,hostmaster@registrar-servers.com,,,,rejected,accepted,False,5
mechanism.com,admin@dnsimple.com,,dmarc@mechanismventures.uriports.com,dmarc@mechanismventures.uriports.com,accepted(catch-all),accepted(catch-all),True,5
medasystems.com,awsdns-hostmaster@amazon.com,,dmarc@medasystems.com,,accepted(catch-all),accepted(catch-all),True,5
mediafly.com,awsdns-hostmaster@amazon.com,,7f2fed35-675b-4b29-9d0b-4eea4cf5a97d@rep.usb.mimecastdmarcanalyzer.com,,accepted(catch-all),accepted(catch-all),True,5
mediamath.com,awsdns-hostmaster@amazon.com,,,,accepted,accepted,False,1
mee6.xyz,dns@cloudflare.com,,noreply@mee6.xyz,,accepted,accepted,False,5
meetgeek.ai,dns@cloudflare.com,,app@meetgeek.ai,app@meetgeek.ai,accepted,accepted,False,6
meetjamie.ai,dns@cloudflare.com,,e41e5d00f0f048dc9b16c15fecbcadd4@dmarc-reports.cloudflare.net; dmarc@meetjamie.ai,,accepted,accepted,False,5
meetmable.com,awsdns-hostmaster@amazon.com,,re+wxbu8wcco5q@dmarc.postmarkapp.com,,rejected,accepted,False,5
meetminutes.in,dns@cloudflare.com,,dmarc@meetminutes.in,dmarc@meetminutes.in,accepted(catch-all),accepted(catch-all),True,7
meetsquad.ai,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,2
meetup.com,awsdns-hostmaster@amazon.com,,reports@dmarc.bendingspoons.com,,accepted,accepted,False,1
meikai.ai,root@REGISTER.COM,,postmaster@meikai.ai,postmaster@meikai.ai,rejected,accepted,False,1
mellow.io,dns@cloudflare.com,,c8890f40@dmarc.mailgun.org; 9edb9e29@inbox.ondmarc.com,c8890f40@dmarc.mailgun.org; 9edb9e29@inbox.ondmarc.com,accepted(catch-all),accepted(catch-all),True,6
mem.ai,ADMIN@mem.ai,,dmarc-reports@mem.ai,,rejected,accepted,False,6
memberspot.de,cloud-dns-hostmaster@google.com,,,,rejected,accepted,False,5
memberstack.com,dns@cloudflare.com,,re+709b9601d434@inbound.dmarcdigests.com,,rejected,accepted,False,5
mendo.cloud,dns@cloudflare.com,,,,rejected,rejected,False,1
mentatech.io,hostmaster@registrar-servers.com,,,,rejected,accepted,False,5
mentionlab.io,dns@cloudflare.com,,b628e7b0681b45bb9a81e867c3ce4ac5@dmarc-reports.cloudflare.net; rua@dmarc.brevo.com,,accepted(catch-all),accepted(catch-all),True,1
mentionlytics.com,dns@jomax.net,,ipm433d@ar.glockapps.com,ipm433d@fr.glockapps.com; administrator@mentionlytics.com,rejected,accepted,False,5
meow.com,awsdns-hostmaster@amazon.com,,2d4c5ba4@in.mailhardener.com,2d4c5ba4@in.mailhardener.com,accepted,accepted,False,5
merchtable.com,hostmaster@merchtable.com,,,,rejected,accepted,False,5
mercury.com,dns@cloudflare.com,,dmarc@mercury.com; re+ac48b2a73018@inbound.dmarcdigests.com,,accepted(catch-all),accepted(catch-all),True,5
mesmer.co,awsdns-hostmaster@amazon.com,,postmaster@mesmer.co; dmarc@mesmer.co,,accepted,accepted,False,1
messari.io,dns@cloudflare.com,,dmarc@messari.io,dmarc@messari.io,rejected,accepted,False,5
meteomatics.com,support@uvensys.de,,dmarc@meteomatics.com; dmarc@109hy5jj.uriports.com,dmarc@109hy5jj.uriports.com,accepted,accepted,False,5
micador.com.au,hostmaster@partnerconsole.net,,,,accepted,rejected,False,1
middesk.com,cloud-dns-hostmaster@google.com,,dmarc-reports@middesk.com,,accepted,accepted,False,5
milemaker.com,awsdns-hostmaster@amazon.com,,,,accepted,rejected,False,1
millistream.com,tech@millistream.com,,,,accepted(catch-all),accepted(catch-all),True,5
millow.co,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,5
minicoursegenerator.com,dns@cloudflare.com,,cd9773cd748945a8a7ba64f479399f91@dmarc-reports.cloudflare.net,,accepted(catch-all),accepted(catch-all),True,5
minicrm.hu,awsdns-hostmaster@amazon.com,,dmarc@minicrm.email,,accepted(catch-all),accepted(catch-all),True,1
minicrm.ro,awsdns-hostmaster@amazon.com,,dmarc@minicrm.email,,accepted(catch-all),accepted(catch-all),True,1
mintlify.com,dns@cloudflare.com,,dmarc-reports@mintlify.com,,accepted(catch-all),accepted(catch-all),True,5
minubo.com,awsdns-hostmaster@amazon.com,,postmaster@minubo.com,,rejected,accepted,False,5
miramis.co,awsdns-hostmaster@amazon.com,,reports@miramis.co,,rejected,accepted,False,1
miro.com,awsdns-hostmaster@amazon.com,admin@miro.com; security@miro.com,dmarcreports@miro.com,dmarcreports@miro.com,accepted,accepted,False,5
mitsiomotu.com,tech@ovh.net,,,,mx-unreachable,mx-unreachable,None,3
mixmax.com,awsdns-hostmaster@amazon.com,,dmarc-reports@mixmax.com,dmarc-reports@mixmax.com,accepted,accepted,False,5
mkt1.co,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
mobile-text-alerts.com,awsdns-hostmaster@amazon.com,,dmarc_agg@vali.email,dmarc_agg@vali.email,accepted(catch-all),accepted(catch-all),True,4
modoenergy.com,awsdns-hostmaster@amazon.com,,dmytro@modoenergy.com; tim@modoenergy.com; re+ojoo8orvela@dmarc.postmarkapp.com,,accepted,accepted,False,5
mogul.club,awsdns-hostmaster@amazon.com,,dmarc@mogul.club,,accepted(catch-all),accepted(catch-all),True,5
momentumamp.com,dns@cloudflare.com,,,,rejected,accepted,False,1
monest.com.br,awsdns-hostmaster@amazon.com,cyber@monest.com.br,paulo.assis@monest.com.br,paulo.assis@monest.com.br,accepted,accepted,False,5
montai.com,awsdns-hostmaster@amazon.com,,postmaster@montai.com; dmarc@montai.com,,temp-fail,temp-fail,False,2
moodys.com,wwwadmin@misqm.com,,moodys@rua.agari.com,moodys@ruf.agari.com,accepted,rejected,False,2
moonlit.ai,dns@cloudflare.com,,,,rejected,accepted,False,5
moovel.com,awsdns-hostmaster@amazon.com,,7b476b183ee8186@rep.dmarcanalyzer.com,7b476b183ee8186@for.dmarcanalyzer.com,accepted,accepted,False,5
morganastudios.com,hostmaster@ns10.servicio-online.net,,,,rejected,rejected,False,1
morgans.com.au,dns@cloudflare.com,,867e83d885c14f7393652c76c9ffb8aa@dmarc-reports.cloudflare.net,,accepted,accepted,False,1
morningscore.io,dns@cloudflare.com,,4f5e4e3bbf924d6089b518d0f0668ca4@dmarc-reports.cloudflare.net; rua@dmarc.brevo.com,,rejected,accepted,False,6
morningstar.com,domainadmin@morningstar.com,,dmarc_rua@emaildefense.proofpoint.com,dmarc_ruf@emaildefense.proofpoint.com,accepted,accepted,False,1
motra.com,cloud-dns-hostmaster@google.com,,dmarc_agg@vali.email,,rejected,accepted,False,1
msci.com,premiumdns@support.neustar,internetadmin@msci.com,capture.dmarc@msci.com; dmarc_agg@vali.email,,accepted,accepted,False,2
mscience.com,dns@cloudflare.com,,dmarc_rua@emaildefense.proofpoint.com,dmarc_ruf@emaildefense.proofpoint.com,accepted(catch-all),accepted(catch-all),True,2
mudstack.com,awsdns-hostmaster@amazon.com,,dmarc@mudstack.com,,rejected,accepted,False,5
musicinfra.com,awsdns-hostmaster@amazon.com,,dmarc-reports@musicinfra.com,,rejected,accepted,False,1
musixmatch.com,awsdns-hostmaster@amazon.com,,dmarc@musixmatch.com,,accepted,accepted,False,5
mutinyhq.com,awsdns-hostmaster@amazon.com,,re+f5f58d4734c0@inbound.dmarcdigests.com; dmarc-reports@mutinyhq.com,,accepted,accepted,False,5
mutual.app,dns@cloudflare.com,,tyler@mutual.app,,accepted(catch-all),accepted(catch-all),True,5
mydevices.com,awsdns-hostmaster@amazon.com,,re+anj3ivj1uja@dmarc.postmarkapp.com,,accepted,accepted,False,5
mymeet.ai,dns@jomax.net,,hello@mymeet.ai,,rejected,accepted,False,6
myn.co.uk,awsdns-hostmaster@amazon.com,,a.w3y7vhv9@sdmarc.net,,rejected,rejected,False,1
myop.dev,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,1
mypureinsights.com,dns@jomax.net,,dmarc-reports@mypureinsights.com,,mx-unreachable,mx-unreachable,None,2
myswimpro.com,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,5
n3xt.io,dns@cloudflare.com,infosec@n3xt.io,02f994933bc24458a549893ae5c551f8@dmarc-reports.cloudflare.net; f0101015@dmarc.mailgun.org; dmarc-reports@n3xt.io,f0101015@dmarc.mailgun.org,accepted,accepted,False,1
namauu.com,dns@jomax.net,,,,accepted,rejected,False,1
nanonets.com,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,5
napta.io,awsdns-hostmaster@amazon.com,,rua@dmarc.brevo.com,,accepted,accepted,False,5
narrative.io,awsdns-hostmaster@amazon.com,,re+ybdb30dqofd@dmarc.postmarkapp.com,,accepted,accepted,False,5
native.security,awsdns-hostmaster@amazon.com,,dmarc@native.security; dmarc-reports@native.security,dmarc@native.security,rejected,accepted,False,1
nativo.com,awsdns-hostmaster@amazon.com,,rua+nativo.com@dmarc.barracudanetworks.com,ruf+nativo.com@dmarc.barracudanetworks.com,accepted,accepted,False,1
natura.io,dns@cloudflare.com,,f2e4283266424843b1bf728f8c2c9d4c@dmarc-reports.cloudflare.net,,accepted,accepted,False,5
navan.com,dns@cloudflare.com,sre+cert@navan.com,8dba3e9ad02a.a@dmarcinput.com,8dba3e9ad02a.f@dmarcinput.com,accepted(catch-all),accepted(catch-all),True,5
nclarity.com,azuredns-hostmaster@microsoft.com,,,,accepted,accepted,False,5
nebuly.com,azuredns-hostmaster@microsoft.com,,rua@nebuly.ai,ruf@nebuly.ai,mx-unreachable,mx-unreachable,None,1
needl.ai,dns@cloudflare.com,,,,rejected,accepted,False,5
nekt.com,awsdns-hostmaster@amazon.com,,dmarc@nekt.com,dmarc@nekt.com,rejected,accepted,False,1
netradyne.com,awsdns-hostmaster@amazon.com,,soc@netradyne.com; dmarc_agg@dmarc.everest.email,dmarc_fr@dmarc.everest.email,accepted(catch-all),accepted(catch-all),True,2
netrefer.com,infraeng@netrefer.com,,rua+netrefer.com@dmarc.barracudanetworks.com,,rejected,rejected,False,1
neurosity.co,hostmaster@nsone.net,,,,accepted(catch-all),accepted(catch-all),True,5
neutroon.com,awsdns-hostmaster@amazon.com,,info@neutroon.com,,rejected,accepted,False,5
nevados.solar,dns@cloudflare.com,,8bfda4e4299f493e9a7dd03434f99b21@dmarc-reports.cloudflare.net,,rejected,rejected,False,1
nevent.ai,awsdns-hostmaster@amazon.com,,,,rejected,rejected,False,2
newbrandmedia.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
newsleopard.com,awsdns-hostmaster@amazon.com,,rd@newsleopard.com,,rejected,accepted,False,7
newstex.com,awsdns-hostmaster@amazon.com,,dmarc-reports@reports.newstex.us,,accepted(catch-all),accepted(catch-all),True,5
nex.ai,awsdns-hostmaster@amazon.com,security@nex.ai,dmarc@nex.ai,dmarc@nex.ai,accepted,accepted,False,5
nexcpg.com,dns@cloudflare.com,,,,rejected,accepted,False,5
nextdocs.io,cloud-dns-hostmaster@google.com,,,,rejected,accepted,False,5
nexyo.io,hostmaster@1und1.com,,rua@dmarc.brevo.com,,rejected,rejected,False,1
nirvanahq.com,awsdns-hostmaster@amazon.com,,re+zjgbogmmizz@dmarc.postmarkapp.com,,accepted(catch-all),accepted(catch-all),True,5
nocfo.io,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,5
noma.security,awsdns-hostmaster@amazon.com,,security.email@nomasec.com; 9f32038cc8@rua.easydmarc.asia,security.email@nomasec.com; 9f32038cc8@ruf.easydmarc.asia,accepted,accepted,False,1
nostra.ai,dns@cloudflare.com,,dmarc@nostra.ai,,accepted,accepted,False,6
notebook.agency,dns@cloudflare.com,,rua@dmarc.brevo.com,,accepted(catch-all),accepted(catch-all),True,5
novatalent.com,awsdns-hostmaster@amazon.com,,tech@novatalent.com,,accepted,accepted,False,5
novatech.com.ar,awsdns-hostmaster@amazon.com,,,,accepted(catch-all),accepted(catch-all),True,1
noviams.com,dns@jomax.net,,dmarc_agg@vali.email,demarc_reports@noviams.com,accepted,rejected,False,1
novoplan.com.au,dns@cloudflare.com,,070e516d799c426882c940de5b7c5e65@dmarc-reports.cloudflare.net,,accepted,rejected,False,1
novopsych.com,dns@cloudflare.com,,org_bc9a1326419522@reports.verifydmarc.com,,accepted(catch-all),accepted(catch-all),True,5
nue.io,dns@cloudflare.com,,nue.admin@nue.io,,accepted,accepted,False,5
nueveonce.com,dns@cloudflare.com,,dmarc_report@nueveonce.com,,rejected,accepted,False,5
nuwapen.com,hostmaster@registrar-servers.com,,,,accepted(catch-all),accepted(catch-all),True,5
nvoip.com.br,dns@cloudflare.com,,8fc4b1fb@mxtoolbox.dmarc-report.com,8fc4b1fb@forensics.dmarc-report.com,accepted(catch-all),accepted(catch-all),True,5
nyquistai.com,dns@jomax.net,,service@nyquistai.com,,accepted(catch-all),accepted(catch-all),True,5
obat.fr,hostmaster@nsone.net,,,,accepted,accepted,False,5
octavehq.com,awsdns-hostmaster@amazon.com,,dmarc-reports@octavehq.com,,accepted(catch-all),accepted(catch-all),True,5
octolane.com,dns@cloudflare.com,,137a9c35b4ac4d43802fa80dcce919e7@dmarc-reports.cloudflare.net,security@octolane.com,accepted,accepted,False,5
octoparse.com,hostmaster@hichina.com,,lijiaxuan@octoparse.com,lijiaxuan@octoparse.com,accepted(catch-all),accepted(catch-all),True,2
octorate.com,f.scuppa@octorate.com,,dmarc@wkey.it,dmarc@wkey.it,mx-unreachable,mx-unreachable,None,1
oktopost.com,awsdns-hostmaster@amazon.com,,,,accepted,accepted,False,3
oliverslabels.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
omnea.co,awsdns-hostmaster@amazon.com,,dmarc.rua@omnea.co,,accepted,accepted,False,7
omnicasa.com,dns@cloudflare.com,,re+ap93oirwjfi@dmarc.postmarkapp.com,,rejected,rejected,False,1
omnivio.io,awsdns-hostmaster@amazon.com,,controltower@omnivio.io,controltower@omnivio.io,rejected,accepted,False,5
oncrawl.com,cloud-dns-hostmaster@google.com,,dmarc-reports@oncrawl.com,,accepted,accepted,False,5
oneassessment.com,dns@cloudflare.com,,e9490ff1@dmarc.mailgun.org; a5112efd@inbox.ondmarc.com; dmarc@oneassessment.com,e9490ff1@dmarc.mailgun.org; a5112efd@inbox.ondmarc.com,accepted(catch-all),accepted(catch-all),True,5
onepage.io,dns@cloudflare.com,,security@onepage.io,,accepted,accepted,False,5
onepay.com,dns@cloudflare.com,,dmarc-reports@one.app; 1944661afd@rua.easydmarc.us,dmarc-reports@one.app; 1944661afd@ruf.easydmarc.us,accepted(catch-all),accepted(catch-all),True,3
onfrontiers.com,awsdns-hostmaster@amazon.com,,platform.tpi@onfrontiers.com,,rejected,accepted,False,1
onlc.com,dns@cloudflare.com,,re+xqypzfclrzl@inbound.dmarcdigests.com,,rejected,temp-fail,False,6
onlook.com,dns@cloudflare.com,,,,rejected,accepted,False,1
onlycat.com,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,5
ontra.ai,dns@cloudflare.com,,13ceb290350648ae82850bc186be769a@dmarc-reports.cloudflare.net; dmarc_agg@dmarc.everest.email,dmarc_fr@dmarc.everest.email,accepted,accepted,False,5
ontraport.com,awsdns-hostmaster@amazon.com,,o1xgqpdw@ag.dmarcian.com; abusedesk@ontraport.com,abusedesk@ontraport.com,accepted,accepted,False,4
onyxplatform.com,awsdns-hostmaster@amazon.com,,,nhoward@onyxplatform.com,accepted,rejected,False,1
oort.io,awsdns-hostmaster@amazon.com,,accounts+dmarc-agg@oort.io,accounts+dmarc-forensic@oort.io,rejected,accepted(catch-all),True,5
openbridge.com,awsdns-hostmaster@amazon.com,,support@openbridge.com,support@openbridge.com,rejected,accepted,False,5
openfunnel.dev,dns@cloudflare.com,,,,rejected,accepted,False,2
operating.app,hostmaster@registrar-servers.com,,v53uorn2@ag.eu.dmarcadvisor.com,,accepted,accepted,False,1
opquast.com,hostmaster@gandi.net,,dmarc-reports@opquast.com,dmarc-reports@opquast.com,rejected,accepted,False,7
optimizedpayments.com,dns@cloudflare.com,,2c7bf9b3250941f4b6624472f1e0a0c3@dmarc-reports.cloudflare.net; 95ff1ea6@mxtoolbox.dmarc-report.com,95ff1ea6@forensics.dmarc-report.com,accepted,rejected,False,1
optimizely.com,dns@cloudflare.com,,dmarc@optimizely.com; dmarc_agg@vali.email,,rejected,rejected,False,2
optionsamurai.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,7
orbb.com,dns@cloudflare.com,security@orbb.com,e0115fd119714cffb5fdd9d01a8d4a96@dmarc-reports.cloudflare.net; dmarc@orbb.com,,accepted,accepted,False,5
orbitfin.ai,dns@cloudflare.com,,6fda2776961743d4bcff0bd199206506@dmarc-reports.cloudflare.net; no-reply@orbitintel.com,no-reply@orbitintel.com,accepted(catch-all),accepted(catch-all),True,1
orilearning.com,dns@cloudflare.com,,144f68b8fa214164a41c3a38bb06ce66@dmarc-reports.cloudflare.net; ddbc410410@rua.easydmarc.us,ddbc410410@ruf.easydmarc.us,accepted(catch-all),accepted(catch-all),True,5
orus-energy.com,hostmaster@registrar-servers.com,,,,rejected,accepted,False,5
osome.com,awsdns-hostmaster@amazon.com,,re+bwoibyn8udg@dmarc.postmarkapp.com,,accepted,accepted,False,5
otelai.com,awsdns-hostmaster@amazon.com,,dmarc-reports@otelai.com,,accepted(catch-all),accepted(catch-all),True,1
otocrm.com.br,dns@cloudflare.com,,leonardo@otocrm.com.br,,rejected,accepted,False,5
otter.ai,awsdns-hostmaster@amazon.com,,dmarc-reports@otter.ai,,accepted,accepted,False,5
ottimate.com,awsdns-hostmaster@amazon.com,,,,rejected,accepted,False,5
ottit.com,dns@cloudflare.com,,saman@ottit.com,,rejected,accepted,False,5
overfuel.com,awsdns-hostmaster@amazon.com,,dmarc_agg@vali.email,,accepted,accepted,False,5
overmatch.com,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,1
ovintiv.com,hostmaster@ovintiv.com,,dmarc_rua@emaildefense.proofpoint.com,dmarc_ruf@emaildefense.proofpoint.com,accepted(catch-all),accepted(catch-all),True,2
ovrsea.com,awsdns-hostmaster@amazon.com,,re+8a532a7aaa83@inbound.dmarcdigests.com,,rejected,accepted,False,5
owlvc.com,dns@cloudflare.com,,e2890027@inbox.ondmarc.com; re+omykutnxpon@dmarc.postmarkapp.com,e2890027@inbox.ondmarc.com; forensicreports@owlvc.com,accepted(catch-all),accepted(catch-all),True,2
ownright.com,dns@cloudflare.com,,,,rejected,accepted,False,5
oxit.com,dns@cloudflare.com,,dmarc@oxit.com,,accepted(catch-all),accepted(catch-all),True,1
pacelabs.com,dns@cloudflare.com,,mqhsrgun@ag.dmarcian.com,mqhsrgun@fr.dmarcian.com,accepted,rejected,False,1
packman.ai,dns@cloudflare.com,,,,accepted(catch-all),accepted(catch-all),True,5
pagerduty.com,hostmaster@pagerduty.com,ssl-tls-certificates-caa-iodef-report.r4785y6f@pdt-circular.pagerduty.com,dmarc_agg@vali.email,,accepted(catch-all),accepted(catch-all),True,5
pagos.ai,awsdns-hostmaster@amazon.com,,dmarc-report@pagos.ai,,accepted,accepted,False,5
pai.com,dns@cloudflare.com,,17f103c4893549f3a395bb998fce0706@dmarc-reports.cloudflare.net,,rejected,rejected,False,1
pandadoc.com,awsdns-hostmaster@amazon.com,,ae373a42@inbox.ondmarc.com,ae373a42@inbox.ondmarc.com,accepted,accepted,False,5
papermill.io,hostmaster@registrar-servers.com,,dmarc-reports@papermill.io,,accepted(catch-all),accepted(catch-all),True,5
pappers.fr,dns@cloudflare.com,,dmarc@pappers.fr,,rejected,accepted,False,5
parcllabs.com,awsdns-hostmaster@amazon.com,,dmarc@parcllabs.com,,accepted(catch-all),accepted(catch-all),True,5
parkable.com,dnsmaster@hover.com,,dmarc@parkable.com,,accepted,accepted,False,5
parqet.com,dns@cloudflare.com,,re+432647bd2f9f@inbound.dmarcdigests.com,,rejected,accepted,False,5
particl.com,dns@cloudflare.com,,dmarc@particl.com,,accepted(catch-all),accepted(catch-all),True,6
passcreator.com,support@mittwald.de,,webmaster@passcreator.com,,rejected,rejected,False,1
patch.io,awsdns-hostmaster@amazon.com,,6b31c78d44@rua.easydmarc.us; dmarc@patch.io,dmarc@patch.io,accepted,accepted,False,5
patentfield.com,dns@cloudflare.com,,dmarc@patentfield.com,,accepted(catch-all),accepted(catch-all),True,6
patentmaker.eu,postmaster@your-server.de,,,,accepted,rejected,False,1
pateo.com.cn,hostmaster@hichina.com,,dmarc_report@263.net,dmarc@263.net,rejected,rejected,False,2
