email,domain,phase,source_url,reason
dmarc@eliex.ai,eliex.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@eliex.ai,eliex.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@embankment.com,embankment.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@enapter.com,enapter.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@escape.tech,escape.tech,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@escape.tech,escape.tech,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@estudiomx.com.br,silveiro.com.br,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@estudiomx.com.br,silveiro.com.br,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@eunice.ai,eunice.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@eunice.ai,eunice.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@evertrace.ai,evertrace.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@exa.ai,exa.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@exa.ai,exa.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@findable.ai,findable.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@firstlight.farm,firstlight.farm,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@firstlight.farm,firstlight.farm,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@flipsnack.com,flipsnack.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@flowrms.com,flowrms.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@flowrms.com,flowrms.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@fonzi.ai,fonzi.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@foundational.io,foundational.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@frontguys.fr,frontguys.fr,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@gamma.app,gamma.app,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@general.legal,general.legal,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@geotab.com,geotab.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@geotab.com,geotab.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@getbusy.com,workiro.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@getbusy.com,workiro.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@getsift.ai,getsift.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@getsift.ai,getsift.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@gevme.com,snapsight.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@gevme.com,snapsight.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@giatecscientific.com,giatecscientific.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@giatecscientific.com,giatecscientific.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@glede.app,glede.app,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@globaldatabase.com,globaldatabase.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@go1.com,go1.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@go1.com,go1.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@goconsensus.com,goconsensus.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@goextrovert.com,goextrovert.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@goldfishads.com,goldfishads.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@handwrytten.com,handwrytten.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@hbflavor.com,hbflavor.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@healthkey.health,healthkey.health,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@hivecpq.com,hivecpq.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@homeric.ai,homeric.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@hypercore.ai,hypercore.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@hypercore.ai,hypercore.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@icustomer.ai,icustomer.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@inbound.flowmailer.net,powernaut.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@influx.com,influx.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@inno.dev,qoets.nl,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@insiderone.com,insiderone.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@insurely.com,insurely.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@intellizence.com,intellizence.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@itgenius.com,itgenius.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@itstoday.org,itstoday.org,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@jointimecloud.com,jointimecloud.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@judgmentlabs.ai,judgmentlabs.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@july.com,july.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@july.com,july.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@kiingo.com,kiingo.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@knapsack.cloud,knapsack.cloud,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@knapsack.cloud,knapsack.cloud,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@kotzilla.io,kotzilla.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@kruncher.ai,kruncher.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@kruncher.ai,kruncher.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@lanterne.ai,lanterne.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@lasso.security,lasso.security,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@legroupenova.com,legroupenova.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@leonardo.ai,leonardo.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@leonardo.ai,leonardo.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@lickd.co,lickd.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@lightmetrics.co,lightmetrics.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@lilt.com,lilt.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@lilt.com,lilt.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@linktr.ee,linktr.ee,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@littlebird.ai,littlebird.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@liveseo.com.br,liveseo.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@liveseo.com.br,liveseo.com.br,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@llamaindex.ai,llamaindex.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@lnk.bio,lnk.bio,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@locates.com.br,locates.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@locates.com.br,locates.com.br,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@lulifama.com,lulifama.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@luminpdf.com,luminpdf.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@mail.brandamplifi.com,mdgsolutions.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@manossoftware.com,manossoftware.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@manossoftware.com,manossoftware.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@manufact.com,manufact.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@marketxls.com,marketxls.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@materialsmarket.com,materialsmarket.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@matik.io,matik.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@mdgadvertising.com,mdgsolutions.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@me-qr.com,me-qr.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@meandu.com,meandu.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@medasystems.com,medasystems.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@meetjamie.ai,meetjamie.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@meetminutes.in,meetminutes.in,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@meetminutes.in,meetminutes.in,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@mercury.com,mercury.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@mesmer.co,mesmer.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@messari.io,messari.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@messari.io,messari.io,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@meteomatics.com,meteomatics.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@minicrm.email,minicrm.hu,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@minicrm.email,minicrm.ro,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@mogul.club,mogul.club,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@montai.com,montai.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@msotecnologia.com.br,absoluteinvestimentos.com.br,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@msotecnologia.com.br,absoluteinvestimentos.com.br,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@mudstack.com,mudstack.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@musixmatch.com,musixmatch.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@native.security,native.security,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@native.security,native.security,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@nekt.com,nekt.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@nekt.com,nekt.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@nex.ai,nex.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@nex.ai,nex.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@nostra.ai,nostra.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@okam.ch,maya-pci.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@okam.ch,maya-pci.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@oneassessment.com,oneassessment.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@optimizely.com,optimizely.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@orbb.com,orbb.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@oxit.com,oxit.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@pappers.fr,pappers.fr,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@parcllabs.com,parcllabs.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@parkable.com,parkable.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@particl.com,particl.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@patch.io,patch.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@patch.io,patch.io,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@patentfield.com,patentfield.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@patiobatel.com.br,patiobatel.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@patiobatel.com.br,patiobatel.com.br,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@paymob.com,paymob.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@pelcro.com,pelcro.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@prixuserp.com,prixuserp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@prokeep.com,prokeep.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@prompt.security,prompt.security,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@qminder.com,qminder.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@qminder.com,qminder.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@raylu.ai,raylu.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@raylu.ai,raylu.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@receiptor.ai,receiptor.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@receiptor.ai,receiptor.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@referralcandy.com,referralcandy.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@relay.app,relay.app,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@revspire.io,revspire.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@rivio.com.br,rivio.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@rivio.com.br,rivio.com.br,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@roboflow.com,roboflow.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@rockhopper.co,rockhopper.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@roomme.id,roomme.id,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@roomme.id,roomme.id,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@rowzero.com,rowzero.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@rp.laneful.net,customer.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@sacavalcante.com.br,sacavalcante.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@saleshandy.com,saleshandy.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@schemaapp.com,schemaapp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@scientist.com,scientist.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@seamlessai.com,seamless.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@searchinfluence.com,searchinfluence.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@seerinteractive.com,seerinteractive.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@segmentstream.com,segmentstream.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@sellerx.com,sellerx.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@sellthru.me,sellthru.me,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@sendgrid.com,fireflies.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@sendgrid.com,fireflies.ai,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@sentinelrisk.ie,sentinelrisk.ie,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@sentinelrisk.ie,sentinelrisk.ie,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@shade.inc,shade.inc,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@shiftcare.com,shiftcare.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@singular.net,singular.net,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@siteline.ai,siteline.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@siteline.ai,siteline.ai,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@skillground.com,skillground.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@smtpeter.com,levelupgroup.nl,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@sonraisecurity.com,sonraisecurity.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@sprig.com,sprig.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@squidler.io,squidler.io,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@squidler.io,squidler.io,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@startaiming.com,startaiming.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@subtotal.com,subtotal.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@sunairio.com,sunairio.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@supplybrain.ai,supplybrain.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@taikai.network,taikai.network,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@tako.com,tako.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@talonic.com,talonic.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@tax1099.com,tax1099.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@tax1099.com,tax1099.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@taxdone.ch,taxdone.ch,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@taxrise.com,taxrise.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@teachfloor.com,teachfloor.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@teachfloor.com,teachfloor.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@tekst.com,tekst.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@tenderly.co,tenderly.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@texau.com,texau.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@thebridgecorp.com,thebridgecorp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@thebridgecorp.com,thebridgecorp.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@thecrmphd.com,thecrmphd.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@thisandthat.chat,thisandthat.chat,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@timecamp.com,timecamp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@timecamp.com,timecamp.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@tradingeconomics.com,tradingeconomics.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@trent.ai,trent.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@tryspecter.com,tryspecter.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@tuggerapp.com,tuggerapp.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@uncover.co,uncover.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@unleash.so,unleash.so,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@upsales.com,upsales.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@valuein.biz,valuein.biz,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@vantage.sh,vantage.sh,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@velocity-x.co,velocity-x.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@versi.com.br,versi.com.br,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@versi.com.br,versi.com.br,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@vidmob.com,vidmob.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@violetlabs.com,violetlabs.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@withlanai.com,withlanai.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@wkey.it,octorate.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@wkey.it,octorate.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc@workshops.de,workshops.de,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@worldbox.com,worldbox.net,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc@worldbox.net,worldbox.net,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@xpoz.ai,xpoz.ai,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@ypulse.com,ypulse.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc@ypulse.com,ypulse.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc@zeliq.com,zeliq.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_agg@dmarc.250ok.net,highspot.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@dmarc.250ok.net,mailersend.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@dmarc.everest.email,getresponse.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@dmarc.everest.email,insided.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@dmarc.everest.email,linktr.ee,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@dmarc.everest.email,netradyne.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@dmarc.everest.email,ontra.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@dmarc.everest.email,upwind.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_agg@ibesecurity.com,shinhansec.com.vn,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_aggregate_analyser+34b0e502e2df360f90c8dd4fba886f1d@zerobounce.net,clearer.io,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_aggregate_analyser+878eccee04103cc8a0f906fc725b5dc2@zerobounce.net,fairly.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_aggregate_analyser+8a01f8c3602237c7b9f51af843dc70cb@zerobounce.net,consensus.app,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_aggregate_analyser+cd4ebabc72e7330a9980713faf18c5fc@zerobounce.net,alex.com,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_aggregate_analyser+d62919e1af4c3527a483b02d2a8d708e@zerobounce.net,whitebridge.ai,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_diag@roihunter.com,roihunter.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_diag@roihunter.com,roihunter.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc_emails@upstox.com,upstox.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_emails@upstox.com,upstox.com,tier1-2-dns:dmarc_ruf,,contains-dmarc-or-mailgun
dmarc_forensics_analyser+34b0e502e2df360f90c8dd4fba886f1d@zerobounce.net,clearer.io,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_forensics_analyser+878eccee04103cc8a0f906fc725b5dc2@zerobounce.net,fairly.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_forensics_analyser+8a01f8c3602237c7b9f51af843dc70cb@zerobounce.net,consensus.app,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_forensics_analyser+cd4ebabc72e7330a9980713faf18c5fc@zerobounce.net,alex.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_forensics_analyser+d62919e1af4c3527a483b02d2a8d708e@zerobounce.net,whitebridge.ai,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_fr@dmarc.250ok.net,mailersend.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_fr@dmarc.everest.email,getresponse.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_fr@dmarc.everest.email,insided.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_fr@dmarc.everest.email,netradyne.com,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_fr@dmarc.everest.email,ontra.ai,tier1-2-dns:dmarc_ruf,,host-not-same-domain
dmarc_report@263.net,pateo.com.cn,tier1-2-dns:dmarc_rua,,host-not-same-domain
dmarc_report@nueveonce.com,nueveonce.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_report@we-wealth.com,we-wealth.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_reports@esw.com,esw.com,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_reports@headlight.co,headlight.co,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
dmarc_reports@landstack.co.uk,landstack.co.uk,tier1-2-dns:dmarc_rua,,contains-dmarc-or-mailgun
