email,domain,phase,source_url
office@zautre.com,zautre.com,consensus-tier-B,https://zautre.com/
offsetfracs@ovintiv.com,ovintiv.com,consensus-tier-B,https://www.ovintiv.com/contact-us/
okuliar@8m.eu,8m.eu,consensus-tier-B,https://8m.eu/
ola@agrisafe.agr.br,agrisafe.agr.br,consensus-tier-B,https://www.agrisafe.agr.br/pt
ola@zapsign.co,zapsign.co,tier1-2-dns:dmarc_rua,
ola@zapsign.co,zapsign.co,tier1-2-dns:dmarc_ruf,
olah@8m.eu,8m.eu,consensus-tier-B,https://8m.eu/
oliver.spring@chordian.ai,chordian.ai,consensus-tier-B,https://chordian.ai/
oliver@ypulse.com,ypulse.com,consensus-tier-B,https://www.ypulse.com/contact/
onboarding@crowdin.com,crowdin.com,consensus-tier-B,https://crowdin.com/security
one@hushh.ai,hushh.ai,consensus-tier-B,https://hushh.ai/
online-exclusive@paytrail.com,paytrail.com,C-other,https://paytrail.com/contact
operations@teamgram.com,teamgram.com,tier1-2-dns:caa_iodef,
ops+dns@squareup.com,squareup.com,tier1-2-dns:soa_rname,
ops-notifications@swoogo.com,swoogo.com,tier1-2-dns:caa_iodef,
ops@bizstream.com,bizstream.com,tier1-2-dns:dmarc_rua,
ops@ryestrategy.com,ryestrategy.com,tier1-2-dns:dmarc_rua,
ops@shortcut.com,shortcut.com,tier1-2-dns:caa_iodef,
ops@trustgrid.io,trustgrid.io,tier1-2-dns:dmarc_rua,
optout@evernote.com,evernote.com,consensus-tier-B,https://evernote.com/legal/terms-of-service
order@ci-hub.com,ci-hub.com,consensus-tier-B,https://ci-hub.com/legal/terms
orders@usaequipmentdirect.com,usaequipmentdirect.com,consensus-tier-B,https://www.usaequipmentdirect.com/
ouvidoria@portao3.com.br,portao3.com.br,consensus-tier-B,https://portao3.com.br/
owner.usland@ovintiv.com,ovintiv.com,consensus-tier-B,https://www.ovintiv.com/contact-us/
owner@jibble.io,jibble.io,tier1-2-dns:caa_iodef,
parthi@letterdrop.com,letterdrop.com,consensus-tier-B,https://letterdrop.trust.site/
partner@jurny.com,jurny.com,consensus-tier-B,https://www.jurny.com/contact
partner@masters.vc,masters.vc,consensus-tier-B,https://masters.vc/contact/
partner@zaslat.cz,zaslat.cz,consensus-tier-B,https://www.zaslat.cz:443/
partners@algolia.com,algolia.com,consensus-tier-B,https://www.algolia.com/contact
partners@archilogic.com,archilogic.com,consensus-tier-B,https://www.archilogic.com/contact-us
partners@campcation.com,campcation.com,C-other,https://campcation.com/contact
partners@cloudeagle.ai,cloudeagle.ai,consensus-tier-B,https://www.cloudeagle.ai/contact
partners@factori.ai,factori.ai,consensus-tier-B,https://factori.ai/
partners@falconfeeds.io,falconfeeds.io,C-other,https://falconfeeds.io/contact
partners@fundify.com,fundify.com,C-other,https://fundify.com/about
partners@grafana.com,grafana.com,C-other,https://grafana.com/contact
partners@hushh.ai,hushh.ai,consensus-tier-B,https://hushh.ai/
partners@inki.tech,inki.tech,consensus-tier-B,https://inki.tech/
partners@klaviyo.com,klaviyo.com,consensus-tier-B,https://www.klaviyo.com/
partners@measured.com,measured.com,consensus-tier-B,https://www.measured.com/contact-us/
partners@onlyoffice.com,onlyoffice.com,consensus-tier-B,https://onlyoffice.com/
partners@paytrail.com,paytrail.com,C-other,https://paytrail.com/contact
partners@placester.com,placester.com,consensus-tier-B,https://placester.com/contact
partners@product.ai,product.ai,C-other,https://product.ai/about
partners@sumologic.com,sumologic.com,consensus-tier-B,https://www.sumologic.com/contact
partners@unest.co,unest.co,consensus-tier-B,https://unest.co/
partners@wodify.com,wodify.com,consensus-tier-B,https://www.wodify.com/contact-us
partnerships@adplist.org,adplist.org,consensus-tier-B,https://adplist.org/
partnerships@bonuz.market,bonuz.market,consensus-tier-B,https://bonuz.market/contact-us
partnerships@evernote.com,evernote.com,consensus-tier-B,https://evernote.com/contact
partnerships@karbonhq.com,karbonhq.com,consensus-tier-B,https://karbonhq.com/contact-us
partnerships@meandu.com,meandu.com,consensus-tier-B,https://www.meandu.com/contact
partnerships@memberstack.com,memberstack.com,consensus-tier-B,https://www.memberstack.com/
partnerships@montai.com,montai.com,consensus-tier-B,https://www.montai.com/
partnerships@runwayml.com,runwayml.com,consensus-tier-B,https://runwayml.com/
partnersupport@netradyne.com,netradyne.com,consensus-tier-B,https://www.netradyne.com/company/contact
parts@madelevator.com,madelevator.com,consensus-tier-B,https://madelevator.com/
paulo.assis@monest.com.br,monest.com.br,tier1-2-dns:dmarc_rua,
paulo.assis@monest.com.br,monest.com.br,tier1-2-dns:dmarc_ruf,
pavel@demola.net,demola.net,consensus-tier-B,https://www.demola.net/contact
pe-inquiries@karbonhq.com,karbonhq.com,consensus-tier-B,https://karbonhq.com/contact-us
pechotova@8m.eu,8m.eu,consensus-tier-B,https://8m.eu/
peder.vikstrom@frambemanning.se,frambemanning.se,tier1-2-dns:dmarc_rua,
peder.vikstrom@frambemanning.se,frambemanning.se,tier1-2-dns:dmarc_ruf,
people@visitingmedia.com,visitingmedia.com,C-other,https://visitingmedia.com/contact
permian.usland@ovintiv.com,ovintiv.com,consensus-tier-B,https://www.ovintiv.com/contact-us/
permissions@idc.com,idc.com,consensus-tier-B,https://www.idc.com/contact/
personaldatarequests@newrelic.com,newrelic.com,consensus-tier-B,https://newrelic.com/termsandconditions/privacy
peter.zidek@bloomreach.com,bloomreach.com,consensus-tier-B,https://www.bloomreach.com/en
petra@demola.net,demola.net,consensus-tier-B,https://www.demola.net/contact
phishing@paypal.com,paypal.com,consensus-tier-B,https://www.paypal.com/security
pierre-lous@alpic.ai,alpic.ai,C-other,https://alpic.ai/about
pierre@mentionlab.io,mentionlab.io,consensus-tier-B,https://www.mentionlab.io/privacy
places@archilogic.com,archilogic.com,consensus-tier-B,https://www.archilogic.com/contact-us
platform-integrity@community.com,community.com,consensus-tier-B,https://community.com/legal/terms
platform.tpi@onfrontiers.com,onfrontiers.com,tier1-2-dns:dmarc_rua,
platform@clickup.com,clickup.com,consensus-tier-B,https://clickup.com/terms
plugs@viasocket.com,viasocket.com,consensus-tier-B,https://viasocket.com/
policy@joinswsh.com,joinswsh.com,consensus-tier-B,https://www.joinswsh.com/terms
policy@trunk.io,trunk.io,consensus-tier-B,https://trunk.io/privacy
post@elkat.no,elkat.no,consensus-tier-B,https://www.elkat.no/
post@lade.de,lade.de,consensus-tier-B,https://lade.de/
postmaster-reporting@summ.com,summ.com,tier1-2-dns:dmarc_rua,
postmaster-reporting@summ.com,summ.com,tier1-2-dns:dmarc_ruf,
postmaster.test@etermax.com,etermax.com,tier1-2-dns:dmarc_rua,
postmaster.test@etermax.com,etermax.com,tier1-2-dns:dmarc_ruf,
postmaster@aris.in,aris.in,tier1-2-dns:dmarc_rua,
postmaster@branch.co,branch.co,tier1-2-dns:dmarc_rua,
postmaster@branch.co,branch.co,tier1-2-dns:dmarc_ruf,
postmaster@ci-hub.com,ci-hub.com,tier1-2-dns:dmarc_rua,
postmaster@contaja.com.br,contaja.com.br,tier1-2-dns:dmarc_rua,
postmaster@copilotkit.ai,copilotkit.ai,tier1-2-dns:dmarc_rua,
postmaster@coupler.io,coupler.io,tier1-2-dns:dmarc_rua,
postmaster@coupler.io,coupler.io,tier1-2-dns:dmarc_ruf,
postmaster@cypress.io,cypress.io,tier1-2-dns:dmarc_rua,
postmaster@epam.com,epam.com,tier1-2-dns:dmarc_rua,
postmaster@epam.com,epam.com,tier1-2-dns:dmarc_ruf,
postmaster@floorspace.ca,floorspace.ca,tier1-2-dns:dmarc_rua,
postmaster@goconsensus.com,goconsensus.com,tier1-2-dns:dmarc_rua,
postmaster@gyramais.com.br,gyramais.com.br,tier1-2-dns:dmarc_rua,
postmaster@gyramais.com.br,gyramais.com.br,tier1-2-dns:dmarc_ruf,
postmaster@highspot.com,highspot.com,tier1-2-dns:dmarc_rua,
postmaster@jepto.com,jepto.com,tier1-2-dns:dmarc_rua,
postmaster@jepto.com,jepto.com,tier1-2-dns:dmarc_ruf,
postmaster@kashable.com,kashable.com,tier1-2-dns:dmarc_rua,
postmaster@kashable.com,kashable.com,tier1-2-dns:dmarc_ruf,
postmaster@listenlabs.ai,listenlabs.ai,tier1-2-dns:dmarc_rua,
postmaster@listenlabs.ai,listenlabs.ai,tier1-2-dns:dmarc_ruf,
postmaster@loft47.com,loft47.com,tier1-2-dns:dmarc_rua,
postmaster@lorikeetcx.ai,lorikeetcx.ai,tier1-2-dns:dmarc_rua,
postmaster@manus.im,manus.im,tier1-2-dns:dmarc_rua,
postmaster@marqii.com,marqii.com,tier1-2-dns:dmarc_rua,
postmaster@marqii.com,marqii.com,tier1-2-dns:dmarc_ruf,
postmaster@me-qr.com,me-qr.com,tier1-2-dns:dmarc_rua,
postmaster@meikai.ai,meikai.ai,tier1-2-dns:dmarc_rua,
postmaster@meikai.ai,meikai.ai,tier1-2-dns:dmarc_ruf,
postmaster@mesmer.co,mesmer.co,tier1-2-dns:dmarc_rua,
postmaster@minubo.com,minubo.com,tier1-2-dns:dmarc_rua,
postmaster@montai.com,montai.com,tier1-2-dns:dmarc_rua,
postmaster@pocketsmith.com,pocketsmith.com,tier1-2-dns:dmarc_rua,
postmaster@product.ai,product.ai,tier1-2-dns:dmarc_rua,
postmaster@prscnt.com,prscnt.com,tier1-2-dns:dmarc_rua,
postmaster@prscnt.com,prscnt.com,tier1-2-dns:dmarc_ruf,
postmaster@reclaim.ai,reclaim.ai,tier1-2-dns:dmarc_rua,
postmaster@rolli.ai,rolli.ai,tier1-2-dns:dmarc_rua,
postmaster@savecall.de,savecall.de,tier1-2-dns:dmarc_rua,
postmaster@savecall.de,savecall.de,tier1-2-dns:dmarc_ruf,
postmaster@seismic.com,seismic.com,tier1-2-dns:dmarc_rua,
postmaster@seismic.com,seismic.com,tier1-2-dns:dmarc_ruf,
postmaster@skilljar.com,skilljar.com,tier1-2-dns:dmarc_rua,
postmaster@skilljar.com,skilljar.com,tier1-2-dns:dmarc_ruf,
postmaster@snowfox.ai,snowfox.ai,tier1-2-dns:dmarc_rua,
postmaster@sonr.global,sonr.global,tier1-2-dns:dmarc_rua,
postmaster@spacegoats.io,spacegoats.io,tier1-2-dns:dmarc_rua,
postmaster@sparkloop.app,sparkloop.app,tier1-2-dns:dmarc_rua,
postmaster@spoonity.com,spoonity.com,tier1-2-dns:dmarc_rua,
postmaster@swoogo.com,swoogo.com,tier1-2-dns:dmarc_rua,
postmaster@sybill.ai,sybill.ai,tier1-2-dns:dmarc_rua,
postmaster@sybill.ai,sybill.ai,tier1-2-dns:dmarc_ruf,
postmaster@texau.com,texau.com,tier1-2-dns:dmarc_rua,
postmaster@thoughtly.com,thoughtly.com,tier1-2-dns:dmarc_rua,
postmaster@travanto.de,travanto.de,tier1-2-dns:dmarc_rua,
postmaster@userguiding.com,userguiding.com,tier1-2-dns:dmarc_rua,
postmaster@vimigo.io,vimigo.io,tier1-2-dns:dmarc_rua,
postmaster@vimigo.io,vimigo.io,tier1-2-dns:dmarc_ruf,
postmasters@squareup.com,squareup.com,tier1-2-dns:dmarc_rua,
pozarevac@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
pr@badgermapping.com,badgermapping.com,consensus-tier-B,https://www.badgermapping.com/contact-us
pr@clootrack.com,clootrack.com,consensus-tier-B,https://www.clootrack.com/contact-us
pr@cloudeagle.ai,cloudeagle.ai,consensus-tier-B,https://www.cloudeagle.ai/contact
pr@manatal.com,manatal.com,consensus-tier-B,https://www.manatal.com/contact-us
pr@msci.com,msci.com,consensus-tier-B,https://www.msci.com/
pr@newrelic.com,newrelic.com,consensus-tier-B,https://newrelic.com/about/contact-us
pr@predictiveindex.com,predictiveindex.com,consensus-tier-B,https://www.predictiveindex.com/company/contact-us/
pr@propush.me,propush.me,consensus-tier-B,https://propush.me/
pr@sharethis.com,sharethis.com,consensus-tier-B,https://sharethis.com/contact/
pr@sproutsocial.com,sproutsocial.com,consensus-tier-B,https://sproutsocial.com/contact-us/
premium@shops.bebakids.com,bebakids.com,consensus-tier-B,http://www.bebakids.com/
press@affinity.co,affinity.co,consensus-tier-B,https://www.affinity.co/contact-us
press@atlaspeople.io,atlaspeople.io,consensus-tier-B,https://atlaspeople.io/contact
press@chargebee.com,chargebee.com,consensus-tier-B,https://www.chargebee.com:443/contact
press@corneliajames.com,corneliajames.com,consensus-tier-B,https://www.corneliajames.com/en-us/pages/contact
press@coros.com,coros.com,consensus-tier-B,https://coros.com/contact
press@customer.io,customer.io,consensus-tier-B,https://customer.io/contact
press@deepidv.com,deepidv.com,consensus-tier-B,https://www.deepidv.com/contact
press@dj.studio,dj.studio,consensus-tier-B,https://dj.studio/contact
press@evernote.com,evernote.com,consensus-tier-B,https://evernote.com/contact
press@exa.ai,exa.ai,consensus-tier-B,https://exa.ai/contact
press@firebird.ai,firebird.ai,consensus-tier-B,https://firebird.ai/
press@gocardless.com,gocardless.com,consensus-tier-B,https://gocardless.com/contact-us
press@growthkitchen.co,growthkitchen.co,consensus-tier-B,https://growthkitchen.co/contact-us-brands/
press@heygen.com,heygen.com,consensus-tier-B,https://www.heygen.com/contact-us
press@higgsfield.ai,higgsfield.ai,consensus-tier-B,https://higgsfield.ai/
press@idc.com,idc.com,consensus-tier-B,https://www.idc.com/
press@intercom.com,intercom.com,consensus-tier-B,https://www.intercom.com/
press@karbonhq.com,karbonhq.com,consensus-tier-B,https://karbonhq.com/contact-us
press@klaviyo.com,klaviyo.com,consensus-tier-B,https://www.klaviyo.com/
press@listenlabs.ai,listenlabs.ai,consensus-tier-B,https://listenlabs.ai/
press@meandu.com,meandu.com,consensus-tier-B,https://www.meandu.com/contact
press@measured.com,measured.com,consensus-tier-B,https://www.measured.com/contact-us/
press@mercury.com,mercury.com,consensus-tier-B,https://mercury.com/
press@millow.co,millow.co,consensus-tier-B,https://www.millow.co/contact-us
press@mindmeister.com,mindmeister.com,C-gen,https://mindmeister.com/about
press@montai.com,montai.com,consensus-tier-B,https://www.montai.com/
press@musixmatch.com,musixmatch.com,C-gen,https://musixmatch.com/about
press@netradyne.com,netradyne.com,consensus-tier-B,https://www.netradyne.com/company/contact
press@omnea.co,omnea.co,consensus-tier-B,https://www.omnea.co/contact-us
press@onlyoffice.com,onlyoffice.com,consensus-tier-B,https://onlyoffice.com/
press@product.ai,product.ai,C-gen,https://product.ai/about
press@public.com,public.com,consensus-tier-B,https://public.com/
press@rest.com,rest.com,consensus-tier-B,https://rest.com/
press@roihunter.com,roihunter.com,consensus-tier-B,https://www.roihunter.com/about-us
press@runwayml.com,runwayml.com,consensus-tier-B,https://runwayml.com/
press@shortcut.com,shortcut.com,consensus-tier-B,https://www.shortcut.com/contact
press@springbokproperties.co.uk,springbokproperties.co.uk,C-gen,https://springbokproperties.co.uk/contact-us
press@sumologic.com,sumologic.com,consensus-tier-B,https://www.sumologic.com/contact
press@text.com,text.com,consensus-tier-B,https://www.text.com/
press@trepp.com,trepp.com,consensus-tier-B,https://www.trepp.com/contact
press@wodify.com,wodify.com,consensus-tier-B,https://www.wodify.com/contact-us
press@ypulse.com,ypulse.com,consensus-tier-B,https://www.ypulse.com/contact/
privacy@100hires.com,100hires.com,consensus-tier-B,https://100hires.com/security.html
privacy@abclegal.com,abclegal.com,consensus-tier-B,https://www.abclegal.com:443/privacy
privacy@adopt.ai,adopt.ai,consensus-tier-B,https://www.adopt.ai/privacy
privacy@adthena.com,adthena.com,consensus-tier-B,https://www.adthena.com/terms-and-conditions/
privacy@affinity.co,affinity.co,consensus-tier-B,https://www.affinity.co/legal/privacy-policy
privacy@agency.inc,agency.inc,consensus-tier-B,https://www.agency.inc/privacy
privacy@allaboard.eu,allaboard.eu,consensus-tier-B,https://allaboard.eu/privacy
privacy@amplitude.com,amplitude.com,consensus-tier-B,https://amplitude.com/legal
privacy@aparti.ai,aparti.ai,consensus-tier-B,https://aparti.ai/privacy
privacy@askable.com,askable.com,consensus-tier-B,https://www.askable.com/legal/privacy-policy
privacy@attributionapp.com,attributionapp.com,consensus-tier-B,https://www.attributionapp.com/privacy
privacy@backstory.ai,backstory.ai,consensus-tier-B,https://www.backstory.ai/privacy
privacy@brightedge.com,brightedge.com,consensus-tier-B,https://www.brightedge.com/privacy
privacy@buffer.com,buffer.com,consensus-tier-B,https://buffer.com/legal
privacy@cal.com,cal.com,consensus-tier-B,https://cal.com/privacy
privacy@calendly.com,calendly.com,consensus-tier-B,https://calendly.com/legal/privacy-notice
privacy@carriyo.com,carriyo.com,consensus-tier-B,https://carriyo.com/privacy
privacy@classavo.com,classavo.com,consensus-tier-B,https://www.classavo.com/privacy
privacy@classdojo.com,classdojo.com,consensus-tier-B,https://www.classdojo.com/privacy/
privacy@comscore.com,comscore.com,consensus-tier-B,https://www.comscore.com/About/Privacy
privacy@convesio.com,convesio.com,consensus-tier-B,https://convesio.com/privacy-policy/
privacy@credibledata.com,credibledata.com,consensus-tier-B,https://credibledata.com/privacy
privacy@crossbeam.com,crossbeam.com,consensus-tier-B,https://www.crossbeam.com/legal/crossbeam-privacy-policy
privacy@crowdin.com,crowdin.com,consensus-tier-B,https://support.crowdin.com/privacy-policy/
privacy@cruva.com,cruva.com,consensus-tier-B,https://cruva.com/privacy
privacy@cuemath.com,cuemath.com,consensus-tier-B,https://www.cuemath.com/privacy/
privacy@deducta.ai,deducta.ai,consensus-tier-B,https://deducta.ai/privacy
privacy@deepidv.com,deepidv.com,consensus-tier-B,https://www.deepidv.com/privacy
privacy@detrack.com,detrack.com,consensus-tier-B,https://www.detrack.com/privacy-policy/
privacy@doit.com,doit.com,consensus-tier-B,https://www.doit.com/privacy
privacy@duda.co,duda.co,consensus-tier-B,https://www.duda.co/legal/privacy
privacy@encompassonsite.com,encompassonsite.com,consensus-tier-B,https://www.encompassonsite.com/privacy
privacy@eon.io,eon.io,tier1-2-dns:caa_iodef,
privacy@escape.tech,escape.tech,consensus-tier-B,https://escape.tech/privacy
privacy@firebird.ai,firebird.ai,consensus-tier-B,https://firebird.ai/privacy/
privacy@flashvote.com,flashvote.com,consensus-tier-B,https://www.flashvote.com/privacy
privacy@flowcode.com,flowcode.com,consensus-tier-B,https://www.flowcode.com/terms/privacy-policy
privacy@futuresearch.ai,futuresearch.ai,consensus-tier-B,https://futuresearch.ai/privacy/
privacy@getpalm.com,getpalm.com,consensus-tier-B,https://www.getpalm.com:443/privacy
privacy@getspeedpoint.com,getspeedpoint.com,consensus-tier-B,https://getspeedpoint.com/wp-content/uploads/2025/11/Terms.html
privacy@goconsensus.com,goconsensus.com,consensus-tier-B,https://goconsensus.com/terms-of-service/
privacy@goextrovert.com,goextrovert.com,consensus-tier-B,https://www.goextrovert.com/privacy
privacy@grasp.gg,grasp.gg,consensus-tier-B,https://grasp.gg/privacy
privacy@grasp.study,grasp.study,consensus-tier-B,https://paths.grasp.study/privacy
privacy@hadrian.io,hadrian.io,consensus-tier-B,https://hadrian.io/privacy-policy
privacy@harness.io,harness.io,consensus-tier-B,https://www.harness.io/legal
privacy@heygen.com,heygen.com,consensus-tier-B,https://www.heygen.com/privacy
privacy@heymarvin.com,heymarvin.com,consensus-tier-B,https://heymarvin.com/privacy
privacy@highspot.com,highspot.com,consensus-tier-B,https://www.highspot.com/privacy/
privacy@hubspot.com,hubspot.com,consensus-tier-B,https://legal.hubspot.com/privacy-policy
privacy@hubstaff.com,hubstaff.com,consensus-tier-B,https://hubstaff.com/privacy
privacy@humaans.io,humaans.io,consensus-tier-B,https://humaans.io/privacy
privacy@humanic.ai,humanic.ai,consensus-tier-B,https://humanic.ai/privacy
privacy@hvakr.com,hvakr.com,consensus-tier-B,https://hvakr.com/privacy/
privacy@iamota.com,iamota.com,consensus-tier-B,https://www.iamota.com/privacy-policy/
privacy@inboxally.com,inboxally.com,consensus-tier-B,https://www.inboxally.com/privacy-policy
privacy@jasper.ai,jasper.ai,consensus-tier-B,https://www.jasper.ai/legal/privacy
privacy@jotform.com,jotform.com,consensus-tier-B,https://www.jotform.com/privacy/
privacy@kixie.com,kixie.com,consensus-tier-B,https://www.kixie.com/privacy-policy/
privacy@klaviyo.com,klaviyo.com,consensus-tier-B,https://www.klaviyo.com/legal/terms-of-service
privacy@kruncher.ai,kruncher.ai,consensus-tier-B,https://kruncher.ai/privacy
privacy@listalpha.com,listalpha.com,consensus-tier-B,https://www.listalpha.com/privacy
privacy@listenlabs.ai,listenlabs.ai,consensus-tier-B,https://listenlabs.ai/privacy
privacy@lokalise.com,lokalise.com,consensus-tier-B,https://lokalise.com/privacy/
privacy@lovable.dev,lovable.dev,consensus-tier-B,https://lovable.dev/privacy
privacy@mapbox.com,mapbox.com,consensus-tier-B,https://www.mapbox.com/legal/privacy
privacy@marq.com,marq.com,consensus-tier-B,https://www.marq.com/pages/privacy/
privacy@meetjamie.ai,meetjamie.ai,consensus-tier-B,https://www.meetjamie.ai/privacy-policy
privacy@meisterlabs.com,meisterlabs.com,consensus-tier-B,https://www.meistertask.com/pages/privacy
privacy@mixmax.com,mixmax.com,consensus-tier-B,https://www.mixmax.com/legal/privacy-policy
privacy@nativo.com,nativo.com,consensus-tier-B,https://ads.life360.com/
privacy@newrelic.com,newrelic.com,consensus-tier-B,https://newrelic.com/termsandconditions/privacy
privacy@onepeloton.com,onepeloton.com,C-gen,https://onepeloton.com/security
privacy@operating.app,operating.app,consensus-tier-B,https://www.operating.app/security
privacy@otter.ai,otter.ai,consensus-tier-B,https://otter.ai/privacy-policy
privacy@outlit.ai,outlit.ai,consensus-tier-B,https://www.outlit.ai/privacy
privacy@pagerduty.com,pagerduty.com,consensus-tier-B,https://www.pagerduty.com/privacy-policy/
privacy@patch.io,patch.io,consensus-tier-B,https://www.patch.io/privacy
privacy@paubox.com,paubox.com,consensus-tier-B,https://www.paubox.com/privacy-policy
privacy@peakmetrics.com,peakmetrics.com,consensus-tier-B,https://www.peakmetrics.com/privacy
privacy@people.ai,people.ai,consensus-tier-B,https://www.backstory.ai/privacy
privacy@pickfu.com,pickfu.com,consensus-tier-B,https://www.pickfu.com/privacy
privacy@pop.in,pop.in,consensus-tier-B,https://pop.in/privacy
privacy@predactiv.com,predactiv.com,consensus-tier-B,https://predactiv.com/privacy-policy/
privacy@predictiveindex.com,predictiveindex.com,consensus-tier-B,https://www.predictiveindex.com/privacy/
privacy@prescriberpoint.com,prescriberpoint.com,consensus-tier-B,https://prescriberpoint.com/privacy
privacy@proposify.com,proposify.com,consensus-tier-B,https://www.proposify.com/platform/security
privacy@pubnub.com,pubnub.com,consensus-tier-B,https://www.pubnub.com/trust/legal/privacy-policy/
privacy@query.ai,query.ai,consensus-tier-B,https://www.query.ai/legal/privacy-policy/
privacy@quivly.ai,quivly.ai,consensus-tier-B,https://trust.mycroft.io/quivly
privacy@raisely.com,raisely.com,consensus-tier-B,https://raisely.com/privacy
privacy@rallyuxr.com,rallyuxr.com,consensus-tier-B,https://www.rallyuxr.com/privacy
privacy@reclaim.ai,reclaim.ai,consensus-tier-B,https://reclaim.ai/privacy
privacy@replicate.com,replicate.com,consensus-tier-B,https://replicate.com/privacy
privacy@reteno.com,reteno.com,consensus-tier-B,https://reteno.com/
privacy@richpanel.com,richpanel.com,consensus-tier-B,https://www.richpanel.com/security
privacy@rolli.ai,rolli.ai,consensus-tier-B,https://rolli.ai/privacy
privacy@rudderstack.com,rudderstack.com,C-gen,https://rudderstack.com/contact
privacy@safetyculture.com,safetyculture.com,consensus-tier-B,https://safetyculture.com/security
privacy@saleshandy.com,saleshandy.com,consensus-tier-B,https://saleshandy.com/contact
privacy@scienceexchange.com,scienceexchange.com,consensus-tier-B,https://www.scienceexchange.com/privacy-policy
privacy@scriptsave.com,scriptsave.com,consensus-tier-B,https://www.scriptsave.com/privacy/
privacy@searchatlas.com,searchatlas.com,consensus-tier-B,https://searchatlas.com/privacy-policy/
privacy@segmentstream.com,segmentstream.com,consensus-tier-B,https://segmentstream.com/privacy
privacy@sharethis.com,sharethis.com,consensus-tier-B,https://sharethis.com/contact/
privacy@shortcut.com,shortcut.com,consensus-tier-B,https://www.shortcut.com/privacy
privacy@similar.ai,similar.ai,consensus-tier-B,https://similar.ai/privacy/
privacy@singular.net,singular.net,consensus-tier-B,https://www.singular.net/terms/
privacy@slidespeak.co,slidespeak.co,consensus-tier-B,https://slidespeak.co/privacy
privacy@snowfox.ai,snowfox.ai,consensus-tier-B,https://www.snowfox.ai/privacy/
privacy@socialinsider.io,socialinsider.io,consensus-tier-B,https://www.socialinsider.io/privacy
privacy@socialpilot.co,socialpilot.co,consensus-tier-B,https://www.socialpilot.co/privacy-policy
privacy@sparktoro.com,sparktoro.com,consensus-tier-B,https://sparktoro.com/policies/privacy
privacy@spekit.co,spekit.co,consensus-tier-B,https://www.spekit.com/legal/privacy-policy
privacy@sproutsocial.com,sproutsocial.com,consensus-tier-B,https://sproutsocial.com/legal/
privacy@spyne.app,spyne.app,consensus-tier-B,https://www.spyne.app/privacy
privacy@stackadapt.com,stackadapt.com,consensus-tier-B,https://www.stackadapt.com/legal-document-centre/platform-and-services-privacy-policy
privacy@stackby.com,stackby.com,consensus-tier-B,https://stackby.com/privacy
privacy@streamkap.com,streamkap.com,consensus-tier-B,https://streamkap.com/privacy
privacy@stripe.com,stripe.com,consensus-tier-B,https://stripe.com/privacy
privacy@sumologic.com,sumologic.com,consensus-tier-B,https://www.sumologic.com/legal/privacy-statement
privacy@supergood.ai,supergood.ai,consensus-tier-B,https://supergood.ai/privacy
privacy@superoffice.com,superoffice.com,consensus-tier-B,https://www.superoffice.com:443/company/privacy
privacy@tactiq.io,tactiq.io,consensus-tier-B,https://tactiq.io/privacy/privacy
privacy@techstars.com,techstars.com,consensus-tier-B,https://www.techstars.com/contact
privacy@texau.com,texau.com,consensus-tier-B,https://www.texau.com/trust-center
privacy@textexpander.com,textexpander.com,consensus-tier-B,https://textexpander.com/privacy
privacy@thisandthat.chat,thisandthat.chat,consensus-tier-B,https://www.thisandthat.chat/security
privacy@tickadoo.com,tickadoo.com,consensus-tier-B,https://www.tickadoo.com/privacy
privacy@tiled.co,tiled.co,consensus-tier-B,https://www.tiled.co/privacy
privacy@timesheet.io,timesheet.io,consensus-tier-B,https://timesheet.io/en/privacy
privacy@togal.ai,togal.ai,consensus-tier-B,https://www.togal.ai/privacy
privacy@tryscott.ai,tryscott.ai,consensus-tier-B,https://www.tryscott.ai/privacy
privacy@uniqode.com,uniqode.com,consensus-tier-B,https://www.uniqode.com/privacy
privacy@upgraide.ai,upgraide.ai,consensus-tier-B,https://upgraide.ai/privacy
privacy@userguiding.com,userguiding.com,consensus-tier-B,https://userguiding.com/privacy-policy
privacy@vanta.com,vanta.com,consensus-tier-B,https://www.vanta.com/legal/privacy
privacy@vori.com,vori.com,consensus-tier-B,https://www.vori.com/privacy
privacy@webflow.com,webflow.com,consensus-tier-B,https://webflow.com/legal/privacy
privacy@whimsical.com,whimsical.com,consensus-tier-B,https://whimsical.com/terms
privacy@zautre.com,zautre.com,consensus-tier-B,https://zautre.com/privacy/
privacy@zite.com,zite.com,consensus-tier-B,https://www.zite.com/privacy
privacyenquiries@nyquistai.com,nyquistai.com,consensus-tier-B,https://www.nyquistai.com/privacy
privacyjp@plaud.ai,plaud.ai,consensus-tier-B,https://www.plaud.ai/policies/privacy-policy
privacyofficer@checkr.com,checkr.com,consensus-tier-B,https://checkr.com/legal/privacy-policy
privacyofficer@fergus.com,fergus.com,consensus-tier-B,https://fergus.com/privacy-policy/
privacypolicy@caisgroup.com,caisgroup.com,consensus-tier-B,https://www.caisgroup.com/legal/privacy-policy
privacyteam@data-axle.com,data-axle.com,consensus-tier-B,https://platform.data-axle.com/privacy
priyvardhan@viasocket.com,viasocket.com,consensus-tier-B,https://viasocket.com/terms
