domain,email,tier,tier_label
musixmatch.com,security@musixmatch.com,S2,Security
mutinyhq.com,security@mutinyhq.com,S2,Security
mutual.app,tyler@mutual.app,Sx-b,Single-word local
mux.com,security@mux.com,S2,Security
mydevices.com,security@mydevices.com,S2,Security
mymeet.ai,abuse@mymeet.ai,S3,Abuse / trust / safety
myn.co.uk,support@myn.co.uk,S8,Support / help
myop.dev,abuse@myop.dev,S3,Abuse / trust / safety
mypureinsights.com,dmarc-reports@mypureinsights.com,Sx-c,DMARC reporting
myswimpro.com,support@myswimpro.com,S8,Support / help
n3xt.io,infosec@n3xt.io,S1,PSIRT / CERT / SOC
namauu.com,security@namauu.com,S2,Security
nanonets.com,info@nanonets.com,S9,Generic info / contact
napta.io,security@napta.io,S2,Security
narrative.io,security@narrative.io,S2,Security
native.security,abuse@native.security,S3,Abuse / trust / safety
nativo.com,security@nativo.com,S2,Security
natura.io,security@natura.io,S2,Security
navan.com,sre+cert@navan.com,S1,PSIRT / CERT / SOC
nclarity.com,security@nclarity.com,S2,Security
needl.ai,abuse@needl.ai,S3,Abuse / trust / safety
nekt.com,abuse@nekt.com,S3,Abuse / trust / safety
netradyne.com,infosec@netradyne.com,S1,PSIRT / CERT / SOC
netrefer.com,infraeng@netrefer.com,Sx-b,Single-word local
neurosity.co,support@neurosity.co,S8
neutroon.com,abuse@neutroon.com,S3,Abuse / trust / safety
nevados.solar,privacy@nevados.solar,S4
nevent.ai,support@nevent.ai,S8,Support / help
newrelic.com,privacy@newrelic.com,S4,Privacy / DPO / GDPR
newsleopard.com,abuse@newsleopard.com,S3,Abuse / trust / safety
newstex.com,support@newstex.com,S8,Support / help
nex.ai,security@nex.ai,S2,Security
nexcpg.com,abuse@nexcpg.com,S3,Abuse / trust / safety
nextdocs.io,abuse@nextdocs.io,S3,Abuse / trust / safety
nexyo.io,info@nexyo.io,S9,Generic info / contact
nirvanahq.com,legal@nirvanahq.com,S5
nocfo.io,abuse@nocfo.io,S3,Abuse / trust / safety
noma.security,security@noma.security,S2,Security
nostra.ai,security@nostra.ai,S2,Security
notion.com,support@notionhq.com,S8
novatalent.com,security@novatalent.com,S2,Security
novatech.com.ar,contacto@novatech.com.ar,S9,Generic info / contact
noviams.com,security@noviams.com,S2,Security
novoplan.com.au,security@novoplan.com.au,S2,Security
novopsych.com,info@novopsych.com,S9,Generic info / contact
nue.io,security@nue.io,S2,Security
nueveonce.com,abuse@nueveonce.com,S3,Abuse / trust / safety
nuwapen.com,privacy@nuwapen.com,S4
nvoip.com.br,lgpd@nvoip.com.br,S9
nyquistai.com,service@nyquistai.com,S8,Support / help
obat.fr,security@obat.fr,S2,Security
octavehq.com,dmarc-reports@octavehq.com,Sx-c,DMARC reporting
octolane.com,security@octolane.com,S2,Security
octoparse.com,support@octoparse.com,S8,Support / help
octorate.com,tech@octorate.com,Sx-b,Single-word local
oktopost.com,security@oktopost.com,S2,Security
oliverslabels.com,info@oliverslabels.com,S9,Generic info / contact
omnea.co,security@omnea.co,S2,Security
omnicasa.com,info@omnicasa.com,S9,Generic info / contact
omnidim.io,security@omnidim.io,S2,Security
omnivio.io,abuse@omnivio.io,S3,Abuse / trust / safety
oncrawl.com,security@oncrawl.com,S2,Security
oneassessment.com,hello@oneassessment.com,S9,Generic info / contact
onepage.io,security@onepage.io,S2,Security
onepay.com,responsible-disclosure@onepay.com,S0
onepeloton.com,support@onepeloton.com,S8,Support / help
onfrontiers.com,abuse@onfrontiers.com,S3,Abuse / trust / safety
onlook.com,abuse@onlook.com,S3,Abuse / trust / safety
onlycat.com,abuse@onlycat.com,S3,Abuse / trust / safety
onlyoffice.com,security@onlyoffice.com,S2,Security
ontra.ai,security@ontra.ai,S2,Security
ontraport.com,security@ontraport.com,S2,Security
onyxplatform.com,security@onyxplatform.com,S2,Security
oort.io,accounts+dmarc-agg@oort.io,Sx-c,DMARC reporting
openbridge.com,abuse@openbridge.com,S3,Abuse / trust / safety
openfunnel.dev,abuse@openfunnel.dev,S3,Abuse / trust / safety
operating.app,security@operating.app,S2,Security
opquast.com,abuse@opquast.com,S3,Abuse / trust / safety
optimizedpayments.com,security@optimizedpayments.com,S2,Security
optimizely.com,securityeng@optimizely.com,S2,Security
orbb.com,security@orbb.com,S2,Security
orbitfin.ai,info@orbitfin.ai,S9,Generic info / contact
orderful.com,security@orderful.com,S2,Security
orilearning.com,support@orilearning.com,S8
orus-energy.com,abuse@orus-energy.com,S3,Abuse / trust / safety
osaas.io,contact@support.osaas.io,S9,Generic info / contact
osome.com,security@osome.com,S2,Security
otelai.com,hello@otelai.com,S9,Generic info / contact
otocrm.com.br,abuse@otocrm.com.br,S3,Abuse / trust / safety
otter.ai,security@otter.ai,S2,Security
ottimate.com,abuse@ottimate.com,S3,Abuse / trust / safety
ottit.com,abuse@ottit.com,S3,Abuse / trust / safety
outlit.ai,security@outlit.ai,S2,Security
overfuel.com,security@overfuel.com,S2,Security
ovintiv.com,offsetfracs@ovintiv.com,S8,Support / help
ovrsea.com,abuse@ovrsea.com,S3,Abuse / trust / safety
owlvc.com,forensicreports@owlvc.com,Sx-d,Other / mixed
ownright.com,abuse@ownright.com,S3,Abuse / trust / safety
oxit.com,contact@oxit.com,S9,Generic info / contact
pacelabs.com,security@pacelabs.com,S2,Security
padlet.com,hello@padlet.com,S9,Generic info / contact
pagerduty.com,security@pagerduty.com,S2
pagos.ai,security@pagos.ai,S2,Security
pandadoc.com,security@pandadoc.com,S2,Security
papermill.io,dmarc-reports@papermill.io,Sx-c,DMARC reporting
pappers.fr,abuse@pappers.fr,S3,Abuse / trust / safety
parcllabs.com,dmarc@parcllabs.com,Sx-c,DMARC reporting
parkable.com,security@parkable.com,S2,Security
parqet.com,abuse@parqet.com,S3,Abuse / trust / safety
particl.com,dmarc@particl.com,Sx-c,DMARC reporting
passcreator.com,hello@passcreator.com,S9,Generic info / contact
patch.io,security@patch.io,S2,Security
patentfield.com,contact@patentfield.com,S9,Generic info / contact
patentmaker.eu,security@patentmaker.eu,S2,Security
pateo.com.cn,psirt@pateo.com.cn,S0
patiobatel.com.br,dmarc@patiobatel.com.br,Sx-c,DMARC reporting
patitasco.com,abuse@patitasco.com,S3,Abuse / trust / safety
paubox.com,security@paubox.com,S2,Security
pavefi.com,security@pavefi.com,S2,Security
paymob.com,dmarc@paymob.com,Sx-c,DMARC reporting
payouts.com,abuse@payouts.com,S3,Abuse / trust / safety
paypal.com,ppbugbounty@paypal.com,S0
paytrail.com,kumppanit@paytrail.com,Sx-b,Single-word local
paywall.one,abuse@paywall.one,S3,Abuse / trust / safety
paywithlocus.com,abuse@paywithlocus.com,S3,Abuse / trust / safety
pdf.net,support@pdf.net,S8,Support / help
peakmetrics.com,security@peakmetrics.com,S2,Security
pearl.com,bizdev@pearl.com,Sx-b,Single-word local
pearldiver.io,support@pearldiver.io,S8,Support / help
pelcro.com,security@pelcro.com,S2,Security
people.ai,security@people.ai,S2,Security
peq.ai,abuse@peq.ai,S3,Abuse / trust / safety
perdoo.com,security@perdoo.com,S2,Security
perfai.ai,intesar@perfai.ai,Sx-b,Single-word local
pga.com,pgadmarcemail@pga.com,Sx-c,DMARC reporting
photoncommerce.com,info@photoncommerce.com,S9,Generic info / contact
photoroom.com,security@photoroom.com,S2,Security
pickfu.com,info@pickfu.com,S9,Generic info / contact
pin.com,abuse@pin.com,S3,Abuse / trust / safety
pinegap.ai,privacy@pinegap.ai,S4
pipe17.com,security@pipe17.com,S2,Security
piperai.com,security@piperai.com,S2,Security
pixa.com,support@pixa.com,S8
placester.com,security@placester.com,S2,Security
planable.io,hello@planable.io,S9,Generic info / contact
planprophet.com,abuse@planprophet.com,S3,Abuse / trust / safety
plaud.ai,security@plaud.ai,S2,Security
plotline.so,security@plotline.so,S2,Security
pocketsmith.com,postmaster@pocketsmith.com,S7,Admin / postmaster
podio.com,security@podio.com,S2,Security
podpage.com,info@podpage.com,S9,Generic info / contact
point-topic.com,info@point-topic.com,S9,Generic info / contact
pointfive.co,security@pointfive.co,S2,Security
polytomic.com,security@polytomic.com,S2,Security
pop.in,abuse@pop.in,S3,Abuse / trust / safety
portao3.com.br,abuse@portao3.com.br,S3,Abuse / trust / safety
portkey.ai,abuse@portkey.ai,S3,Abuse / trust / safety
postman.com,security@postman.com,S2,Security
postmypost.io,marketing@postmypost.io,S10,Sales / marketing / press
powernaut.io,abuse@powernaut.io,S3,Abuse / trust / safety
powersupportpartners.com,dmarc-reports@powersupportpartners.com,Sx-c,DMARC reporting
powtoon.com,support@powtoon.com,S8
pragma.com.co,security@pragma.com.co,S2,Security
praiz.io,dpo@praiz.io,S4,Privacy / DPO / GDPR
pramata.com,abuse@pramata.com,S3,Abuse / trust / safety
praxi.io,abuse@praxi.io,S3,Abuse / trust / safety
predactiv.com,security@predactiv.com,S2,Security
predicthq.com,security@predicthq.com,S2,Security
predictiveindex.com,privacy@predictiveindex.com,S4,Privacy / DPO / GDPR
prepared.app,info@prepared.app,S9,Generic info / contact
preppr.ai,abuse@preppr.ai,S3,Abuse / trust / safety
prescriberpoint.com,support@prescriberpoint.com,S8,Support / help
presien.com,info@presien.com,S9,Generic info / contact
pricehubble.com,security@pricehubble.com,S2,Security
pricelabs.co,abuse@pricelabs.co,S3,Abuse / trust / safety
prima.ai,abuse@prima.ai,S3,Abuse / trust / safety
primum.co,security@primum.co,S2,Security
print.com,contact@print.com,S9,Generic info / contact
prisma.io,security@prisma.io,S2,Security
prismatic.io,security@prismatic.io,S2,Security
prismic.io,security@prismic.io,S2,Security
privacy.com,vdp@privacy.com,S0,Bug bounty / VDP
prixuserp.com,contacto@prixuserp.com,S9,Generic info / contact
prizm-energy.com,info@prizm-energy.com,S9,Generic info / contact
product.ai,contact@product.ai,S9,Generic info / contact
productive.io,contact@productive.io,S9,Generic info / contact
prohotel-edv.de,do-not-reply@prohotel-edv.de,Sx-d,Other / mixed
projectcor.com,abuse@projectcor.com,S3,Abuse / trust / safety
projectleannation.com,abuse@projectleannation.com,S3,Abuse / trust / safety
prokeep.com,security@prokeep.com,S2,Security
proluno.com.br,abuse@proluno.com.br,S3,Abuse / trust / safety
prompt.security,abuse@prompt.security,S3,Abuse / trust / safety
prontohq.com,abuse@prontohq.com,S3,Abuse / trust / safety
prontopago.com.ar,abuse@prontopago.com.ar,S3,Abuse / trust / safety
propeller.co.uk,security@propeller.co.uk,S2,Security
proposify.com,abuse@proposify.com,S3,Abuse / trust / safety
propper.ai,security@propper.ai,S2,Security
propup.at,abuse@propup.at,S3,Abuse / trust / safety
propush.me,abuse@propush.me,S3,Abuse / trust / safety
proresources.com,security@proresources.com,S2,Security
prosaic.works,hello@prosaic.works,S9,Generic info / contact
prospeo.io,security@prospeo.io,S2,Security
prscnt.com,abuse@prscnt.com,S3,Abuse / trust / safety
prxyco.com,support@prxyco.com,S8,Support / help
public.com,security@public.com,S2,Security
pubnub.com,privacy@pubnub.com,S4,Privacy / DPO / GDPR
pucara.io,security@pucara.io,S2,Security
pulsegen.io,abuse@pulsegen.io,S3,Abuse / trust / safety
pulseintelligence.com,abuse@pulseintelligence.com,S3,Abuse / trust / safety
pursuit.amsterdam,abuse@pursuit.amsterdam,S3,Abuse / trust / safety
pxdata.ai,abuse@pxdata.ai,S3,Abuse / trust / safety
qlerify.com,security@qlerify.com,S2,Security
qminder.com,info@qminder.com,S9,Generic info / contact
qoets.nl,hostmaster@qoets.nl,S7,Admin / postmaster
qonversion.io,abuse@qonversion.io,S3,Abuse / trust / safety
qti.co.id,info@qti.co.id,S9,Generic info / contact
quanthome.com,contact@quanthome.com,S9,Generic info / contact
quartile.com,contact@quartile.com,S9,Generic info / contact
quartr.com,security@quartr.com,S2,Security
query.ai,security@query.ai,S2,Security
questionpro.com,vulnerability@questionpro.com,S0,Bug bounty / VDP
quicknode.com,security@quicknode.com,S2,Security
quid.com,security@quid.com,S2,Security
quinn-ai.com,abuse@quinn-ai.com,S3,Abuse / trust / safety
quiverquant.com,abuse@quiverquant.com,S3,Abuse / trust / safety
quivly.ai,security@quivly.ai,S2,Security
quotech.io,info@quotech.io,S9,Generic info / contact
quradata.com,abuse@quradata.com,S3,Abuse / trust / safety
rach.io,abuse@rach.io,S3,Abuse / trust / safety
raindrop.ai,security@raindrop.ai,S2,Security
raisely.com,privacy@raisely.com,S4,Privacy / DPO / GDPR
rallyuxr.com,bugbounty@rallyuxr.com,S0,Bug bounty / VDP
ramp.com,security-external@ramp.com,S2,Security
rapidflare.ai,abuse@rapidflare.ai,S3,Abuse / trust / safety
rapido.co.nz,support@rapido.co.nz,S8,Support / help
raylu.ai,abuse@raylu.ai,S3,Abuse / trust / safety
rayyan.ai,support@rayyan.ai,S8,Support / help
razorpay.com,security@razorpay.com,S2
realtimelca.com,support@realtimelca.com,S8
reap.global,support@reap.global,S8,Support / help
rebike.com,webmaster@rebike.com,S7,Admin / postmaster
receiptor.ai,abuse@receiptor.ai,S3,Abuse / trust / safety
reclaim.ai,infosec@reclaim.ai,S1
recordedfuture.com,security@recordedfuture.com,S2
recruitu.com,abuse@recruitu.com,S3,Abuse / trust / safety
recurly.com,security@recurly.com,S2
redbuttonedu.cz,info@redbuttonedu.cz,S9,Generic info / contact
reeporter.ai,dmarc-reports@reeporter.ai,Sx-c,DMARC reporting
reevo.ai,security@reevo.ai,S2,Security
referralcandy.com,security@referralcandy.com,S2,Security
reg-genome.com,security@reg-genome.com,S2,Security
relay.app,security@relay.app,S2,Security
relevanceai.com,security@relevanceai.com,S2,Security
relpro.com,info@relpro.com,S9,Generic info / contact
relynk.io,abuse@relynk.io,S3,Abuse / trust / safety
remote.com,security@remote.com,S2,Security
reo.dev,support@reo.dev,S8,Support / help
replicate.com,security@replicate.com,S2,Security
reshapex.com,security@reshapex.com,S2,Security
respan.ai,security@respan.ai,S2,Security
rest.com,abuse@rest.com,S3,Abuse / trust / safety
restream.io,security@restream.io,S2,Security
retab.com,abuse@retab.com,S3,Abuse / trust / safety
reteno.com,support@reteno.com,S8,Support / help
reversinglabs.com,security@reversinglabs.com,S2,Security
revisiondojo.com,security@revisiondojo.com,S2,Security
revsend.com,abuse@revsend.com,S3,Abuse / trust / safety
revspire.io,dmarc@revspire.io,Sx-c,DMARC reporting
rezoomex.com,team@rezoomex.com,S9,Generic info / contact
rhinofcp.com,security@rhinofcp.com,S2,Security
rhinohealth.com,security@rhinohealth.com,S2,Security
richpanel.com,security@richpanel.com,S2,Security
ringotel.com,support@ringotel.com,S8,Support / help
risepeople.com,security@risepeople.com,S2,Security
rivio.com.br,abuse@rivio.com.br,S3,Abuse / trust / safety
roboflow.com,help@roboflow.com,S8,Support / help
rocketlane.com,security@rocketlane.com,S2,Security
rockhopper.co,abuse@rockhopper.co,S3,Abuse / trust / safety
roihunter.com,info@roihunter.com,S9,Generic info / contact
rolli.ai,security@rolli.ai,S2,Security
roomme.id,dmarc@roomme.id,Sx-c,DMARC reporting
rootly.com,security@rootly.com,S2,Security
roundhr.com,abuse@roundhr.com,S3,Abuse / trust / safety
roundtreasury.com,help@roundtreasury.com,S8,Support / help
rowads.studio,abuse@rowads.studio,S3,Abuse / trust / safety
rowzero.com,security@rowzero.com,S2,Security
rubix.nz,teamcomputing@rubix.nz,S9,Generic info / contact
rudderstack.com,security@rudderstack.com,S2,Security
runrehearsals.com,security@runrehearsals.com,S2,Security
runway.team,security@runway.team,S2,Security
runwayml.com,security@runwayml.com,S2,Security
rupeezy.in,support@rupeezy.in,S8,Support / help
rushdb.com,hi@rushdb.com,S9,Generic info / contact
rye.com,security@rye.com,S2,Security
ryestrategy.com,abuse@ryestrategy.com,S3,Abuse / trust / safety
sabre.com,security@sabre.com,S2,Security
sacavalcante.com.br,dmarc@sacavalcante.com.br,Sx-c,DMARC reporting
sadagaat-usa.org,abuse@sadagaat-usa.org,S3,Abuse / trust / safety
safetyculture.com,security@safetyculture.com,S2,Security
saidot.ai,security@saidot.ai,S2,Security
sales-mind.ai,privacy@sales-mind.ai,S4
saleshandy.com,security@saleshandy.com,S2,Security
saleslayer.com,security@saleslayer.com,S2,Security
salesloft.com,vdp@salesloft.com,S0
salesmanago.com,security-team@salesmanago.com,S2,Security
samaya.ai,abuse@samaya.ai,S3,Abuse / trust / safety
sanity.io,security@sanity.io,S2,Security
sanka.com,hey@sanka.com,S9,Generic info / contact
satellitesonfire.com,abuse@satellitesonfire.com,S3,Abuse / trust / safety
savecall.de,kontakt@savecall.de,S9,Generic info / contact
sawmills.ai,security@sawmills.ai,S2,Security
saxum.com,info@saxum.com,S9,Generic info / contact
sayhellocollege.com,abuse@sayhellocollege.com,S3,Abuse / trust / safety
scaleflex.com,security@scaleflex.com,S2,Security
scalestack.ai,security@scalestack.ai,S2,Security
scanpower.com,security@scanpower.com,S2,Security
scenario.com,dmarcreports@scenario.com,Sx-c,DMARC reporting
schemaapp.com,support@schemaapp.com,S8,Support / help
schemantic.io,abuse@schemantic.io,S3,Abuse / trust / safety
scienceexchange.com,security@scienceexchange.com,S2,Security
scienceofpeople.com,abuse@scienceofpeople.com,S3,Abuse / trust / safety
scientist.com,support@scientist.com,S8,Support / help
scispot.io,security@scispot.io,S2,Security
scorecard.io,security@scorecard.io,S2,Security
scripe.io,abuse@scripe.io,S3,Abuse / trust / safety
scriptsave.com,security-reporting@scriptsave.com,S2,Security
scvsoft.com,abuse@scvsoft.com,S3,Abuse / trust / safety
seam.co,security@seam.co,S2
seamless.ai,security@seamlessai.com,S2
searchatlas.com,security@searchatlas.com,S2,Security
searchinfluence.com,info@searchinfluence.com,S9,Generic info / contact
searchunify.com,info@searchunify.com,S9,Generic info / contact
sectionai.com,security@sectionai.com,S2,Security
securin.io,abuse@securin.io,S3,Abuse / trust / safety
seerinteractive.com,dmarc@seerinteractive.com,Sx-c,DMARC reporting
segmentstream.com,security@segmentstream.com,S2,Security
seismic.com,security@seismic.com,S2,Security
selffundhealth.com,abuse@selffundhealth.com,S3,Abuse / trust / safety
sellerx.com,security@sellerx.com,S2,Security
sellthru.me,abuse@sellthru.me,S3,Abuse / trust / safety
seltz.ai,support@seltz.ai,S8,Support / help
semactic.com,celine.naveau@semactic.com,Sx-a,Real-person name
sendpulse.com,support@sendpulse.com,S8,Support / help
sendsquared.com,hello@sendsquared.com,S9,Generic info / contact
senja.io,abuse@senja.io,S3,Abuse / trust / safety
sensia.ai,abuse@sensia.ai,S3,Abuse / trust / safety
sensolus.com,security@sensolus.com,S2,Security
sentinelrisk.ie,security@sentinelrisk.ie,S2,Security
seoenmexico.com,miguel@seoenmexico.com,Sx-b,Single-word local
seon.io,security@seon.io,S2,Security
seqera.io,security@seqera.io,S2,Security
serpstat.com,k.hordiienko@serpstat.com,Sx-d,Other / mixed
sesametime.com,soporte@sesametime.com,S8
sessionboard.com,support@sessionboard.com,S8
seven.io,support@seven.io,S8,Support / help
seyna.eu,security@seyna.eu,S2,Security
shade.inc,security@shade.inc,S2,Security
shakebugs.com,friends@shakebugs.com,Sx-b,Single-word local
shaped.ai,abuse@shaped.ai,S3,Abuse / trust / safety
shapes.co,security@shapes.co,S2,Security
sharethis.com,support@sharethis.com,S8,Support / help
shiftcare.com,security@shiftcare.com,S2,Security
shinhansec.com.vn,hostmaster@shinhansec.com.vn,S7,Admin / postmaster
shinkansen.finance,security@shinkansen.finance,S2,Security
shipsaving.com,abuse@shipsaving.com,S3,Abuse / trust / safety
shirtee.cloud,bugs@shirtee.cloud,S0
shoott.com,info@shoott.com,S9,Generic info / contact
shoptrade.co,abuse@shoptrade.co,S3,Abuse / trust / safety
shorta.com,abuse@shorta.com,S3,Abuse / trust / safety
shortcut.com,security@shortcut.com,S2,Security
shotstack.io,support@shotstack.io,S8,Support / help
siena.cx,security@siena.cx,S2,Security
sigma.software,info@sigma.software,S9,Generic info / contact
signal-ai.com,security@signal-ai.com,S2,Security
silabs.com,feedback@silabs.com,S6,Reports / feedback
silveiro.com.br,compliance@silveiro.com.br,S4
similar.ai,abuse@similar.ai,S3,Abuse / trust / safety
similarweb.com,support@similarweb.com,S8,Support / help
simplero.com,abuse@simplero.com,S3,Abuse / trust / safety
singular.net,security@singular.net,S2,Security
sitebrunch.com,croissant@sitebrunch.com,S9,Generic info / contact
siteline.ai,abuse@siteline.ai,S3,Abuse / trust / safety
sitewise.com,security@sitewise.com,S2,Security
sixtyfour.ai,abuse@sixtyfour.ai,S3,Abuse / trust / safety
skillberg.app,abuse@skillberg.app,S3,Abuse / trust / safety
skillground.com,abuse@skillground.com,S3,Abuse / trust / safety
skilljar.com,security@skilljar.com,S2,Security
slashpage.com,abuse@slashpage.com,S3,Abuse / trust / safety
slateteams.com,abuse@slateteams.com,S3,Abuse / trust / safety
sleekplan.com,support@sleekplan.com,S8,Support / help
slidespeak.co,abuse@slidespeak.co,S3,Abuse / trust / safety
slipstreammusic.com,abuse@slipstreammusic.com,S3,Abuse / trust / safety
sloan.org,dmarcreports@sloan.org,Sx-c,DMARC reporting
smarte.pro,ithelpdesk@smarte.pro,S8,Support / help
smarttalks.ai,abuse@smarttalks.ai,S3,Abuse / trust / safety
smarttask.io,abuse@smarttask.io,S3,Abuse / trust / safety
smartthings.com,security@smartthings.com,S2,Security
snapsight.com,cs@snapsight.com,S8,Support / help
snowfox.ai,security@snowfox.ai,S2,Security
sns.id,abuse@sns.id,S3
socialchamp.com,hello@socialchamp.com,S9,Generic info / contact
socialinsider.io,security@socialinsider.io,S2,Security
socialpilot.co,security@socialpilot.co,S2,Security
socialpruf.com,abuse@socialpruf.com,S3,Abuse / trust / safety
socialtip.io,abuse@socialtip.io,S3,Abuse / trust / safety
socket.dev,security@socket.dev,S2,Security
soclecollections.com,abuse@soclecollections.com,S3,Abuse / trust / safety
sodagift.com,support@sodagift.com,S8,Support / help
sonr.global,postmaster@sonr.global,S7,Admin / postmaster
sonraisecurity.com,abuse@sonraisecurity.com,S3,Abuse / trust / safety
sopro.io,abuse@sopro.io,S3,Abuse / trust / safety
sosovalue.com,security@sosovalue.com,S2,Security
soundcharts.com,abuse@soundcharts.com,S3,Abuse / trust / safety
source.ag,security@source.ag,S2,Security
southparkcommons.com,abuse@southparkcommons.com,S3,Abuse / trust / safety
soyio.id,abuse@soyio.id,S3,Abuse / trust / safety
spacegoats.io,info@spacegoats.io,S9,Generic info / contact
spaik.io,abuse@spaik.io,S3,Abuse / trust / safety
sparkloop.app,abuse@sparkloop.app,S3,Abuse / trust / safety
sparktoro.com,security@sparktoro.com,S2,Security
speakeasymarketinginc.com,support@speakeasymarketinginc.com,S8,Support / help
spectral.hu,abuse@spectral.hu,S3,Abuse / trust / safety
speeding-rocket.com,abuse@speeding-rocket.com,S3,Abuse / trust / safety
speero.com,abuse@speero.com,S3,Abuse / trust / safety
spekit.co,infra+security@spekit.co,S2,Security
sphereinsight.com,abuse@sphereinsight.com,S3,Abuse / trust / safety
spike.digital,abuse@spike.digital,S3,Abuse / trust / safety
spinach.ai,security@spinach.ai,S2,Security
spinify.com,security@spinify.com,S2,Security
spoonity.com,support@spoonity.com,S8,Support / help
spot.ai,abuse@spot.ai,S3,Abuse / trust / safety
spott.io,info@spott.io,S9,Generic info / contact
spredo.io,gm@spredo.io,Sx-b,Single-word local
sprig.com,dmarc@sprig.com,Sx-c,DMARC reporting
springbokproperties.co.uk,abuse@springbokproperties.co.uk,S3,Abuse / trust / safety
springthrough.com,security@springthrough.com,S2,Security
springverify.com,sales@springverify.com,S10,Sales / marketing / press
sprinto.com,webadmin@sprinto.com,Sx-b,Single-word local
sproutsocial.com,security-alerts@sproutsocial.com,S2,Security
spycraft.co,abuse@spycraft.co,S3,Abuse / trust / safety
spyne.app,privacy@spyne.app,S4,Privacy / DPO / GDPR
squareup.com,herbert@squareup.com,Sx-b,Single-word local
squidler.io,dmarc@squidler.io,Sx-c,DMARC reporting
stablewood.com,abuse@stablewood.com,S3,Abuse / trust / safety
stackadapt.com,security@stackadapt.com,S2,Security
stackby.com,security@stackby.com,S2,Security
stacklist.com,help@stacklist.com,S8,Support / help
staer.ai,abuse@staer.ai,S3,Abuse / trust / safety
standardmetrics.io,security@standardmetrics.io,S2,Security
startaiming.com,dmarc@startaiming.com,Sx-c,DMARC reporting
startdeliver.com,hello@startdeliver.com,S9,Generic info / contact
stealthmole.com,sales@stealthmole.com,S10,Sales / marketing / press
steep.app,security@steep.app,S2,Security
stena.com,abuse@stena.com,S3,Abuse / trust / safety
stitchflow.io,contact@stitchflow.io,S9,Generic info / contact
storeganise.com,security@storeganise.com,S2,Security
storehero.ai,abuse@storehero.ai,S3,Abuse / trust / safety
stormrecruit.com,info@stormrecruit.com,S9,Generic info / contact
storydoc.com,security@storydoc.com,S2,Security
straddle.com,support@straddle.com,S8,Support / help
streamkap.com,security@streamkap.com,S2,Security
stripe.com,security@stripe.com,S2
strobes.co,hello@strobes.co,S9,Generic info / contact
structured.app,support@structured.app,S8
studystash.com,security@studystash.com,S2,Security
subframe.com,abuse@subframe.com,S3,Abuse / trust / safety
subtotal.com,dmarc@subtotal.com,Sx-c,DMARC reporting
sumble.com,security@sumble.com,S2,Security
summ.com,security@summ.com,S2,Security
sumologic.com,security@sumologic.com,S2,Security
sumup.com,bugbounty@sumup.com,S0,Bug bounty / VDP
sunairio.com,abuse@sunairio.com,S3,Abuse / trust / safety
supademo.com,security@supademo.com,S2,Security
superglue.ai,security@superglue.ai,S2,Security
supergood.ai,hello@supergood.ai,S9,Generic info / contact
superme.ai,security@superme.ai,S2,Security
supermetrics.com,security@supermetrics.com,S2,Security
supernewsroom.ai,abuse@supernewsroom.ai,S3,Abuse / trust / safety
supernova.ai,security@supernova.ai,S2,Security
superoffice.com,info@superoffice.com,S9,Generic info / contact
superscale.com,security@superscale.com,S2,Security
supersend.io,security@supersend.io,S2,Security
supertruth.ai,security@supertruth.ai,S2,Security
superwall.com,team@superwall.com,S9,Generic info / contact
supplybrain.ai,dmarc@supplybrain.ai,Sx-c,DMARC reporting
supportlogic.io,security@supportlogic.io,S2,Security
surveymonkey.com,abuse@surveymonkey.com,S3,Abuse / trust / safety
swaarm.com,privacy@swaarm.com,S4
sweetanalytics.com,abuse@sweetanalytics.com,S3,Abuse / trust / safety
swiggy.com,security@swiggy.in,S2
swoogo.com,security@swoogo.com,S2,Security
sybill.ai,abuse@sybill.ai,S3,Abuse / trust / safety
symmetre.com,security@symmetre.com,S2,Security
symmetrical.ai,security@symmetrical.ai,S2,Security
sync.so,security@sync.so,S2,Security
syncari.com,security@syncari.com,S2,Security
synply.io,support@synply.io,S8,Support / help
synq.io,security@synq.io,S2,Security
t54.ai,abuse@t54.ai,S3,Abuse / trust / safety
tactiq.io,security@tactiq.io,S2,Security
taggify.net,abuse@taggify.net,S3,Abuse / trust / safety
taghub.net,abuse@taghub.net,S3,Abuse / trust / safety
taikai.network,abuse@taikai.network,S3,Abuse / trust / safety
tailorhq.ai,security@tailorhq.ai,S2,Security
takeprofit.com,dmarcreports@takeprofit.com,Sx-c,DMARC reporting
tako.com,security@tako.com,S2,Security
tallyfy.com,amit@tallyfy.com,Sx-b,Single-word local
talonic.com,dmarc@talonic.com,Sx-c,DMARC reporting
talproindia.com,security@talproindia.com,S2,Security
tamarind.bio,info@tamarind.bio,S9,Generic info / contact
tandom.ai,hello@tandom.ai,S9,Generic info / contact
targetboard.ai,security@targetboard.ai,S2,Security
tavanbogd.com,info@tavanbogd.com,S9,Generic info / contact
tavily.com,security@tavily.com,S2,Security
tax1099.com,support@tax1099.com,S8,Support / help
taxdone.ch,contact@taxdone.ch,S9,Generic info / contact
taxrise.com,info@taxrise.com,S9,Generic info / contact
teachfloor.com,dmarc@teachfloor.com,Sx-c,DMARC reporting
tealhq.com,security@tealhq.com,S2,Security
teamcentral.ai,contact@teamcentral.ai,S9,Generic info / contact
