domain,email,tier,score,sources,source_url
frictionlessit.net,info@frictionlessit.net,B,3,direct,https://frictionlessit.net/
frontguys.fr,contact@frontguys.fr,B,3,direct,https://frontguys.fr/
frsport.com,sales@frsport.com,B,3,direct,https://frsport.com/
fulfyld.com,hey@fulfyld.com,B,3,direct,https://www.fulfyld.com/
fullenrich.com,support@fullenrich.com,B,3,direct,https://fullenrich.com/trust
furious-squad.com,contact@furious-squad.com,B,3,direct,https://www.furious-squad.com/
futuresearch.ai,hello@futuresearch.ai,B,3,direct,https://futuresearch.ai/
futuresearch.ai,privacy@futuresearch.ai,B,3,direct,https://futuresearch.ai/privacy/
futuresearch.ai,support@futuresearch.ai,B,3,direct,https://futuresearch.ai/terms/
futuresnoops.com,hello@futuresnoops.com,B,3,direct,https://www.futuresnoops.com/en
fyma.ai,info@fyma.ai,B,3,direct,https://fyma.ai/contact/
gabriel.sk,mail@gabriel.sk,B,3,direct,https://www.gabriel.sk/
gaiasuite.com,contact@gaiasuite.com,B,3,direct,https://www.gaiasuite.com/contact
gaiasuite.com,dpo@gaiasuite.com,B,3,direct,https://www.gaiasuite.com/privacy
gcit.com.au,support@gcit.com.au,B,3,direct,https://gcit.com.au/
gdicwins.com,info@gdicwins.com,B,3,direct,https://www.gdicwins.com/contact-us/
geekbot.com,security@geekbot.com,A,5,direct,https://geekbot.com/security/
geekbot.com,hey@geekbot.com,B,3,direct,https://geekbot.com/tos/
geekbot.com,legal@geekbot.com,B,3,direct,https://geekbot.com/tos/
gem.com,legal@gem.com,B,3,direct,https://www.gem.com/compliance/privacy
gem.com,support@gem.com,B,3,direct,https://www.gem.com/compliance/privacy
general.legal,info@general.legal,B,3,direct,https://general.legal/contact
genialcare.com.br,windsor.fernandes@genialcare.com.br,B,3,direct,https://genialcare.com.br/
genially.com,legal@genially.com,B,3,direct,https://genially.com/privacy
genially.com,support@genially.com,B,3,direct,https://genially.com/
geopard.tech,info@geopard.tech,B,3,direct,https://geopard.tech/
geopard.tech,support@geopard.tech,B,3,direct,https://geopard.tech/
geotab.com,security@geotab.com,A,5,direct,https://www.geotab.com/security/
getboomerang.ai,sales@getboomerang.ai,B,3,direct,https://getboomerang.ai/
getcroissant.com,support@getcroissant.com,B,3,direct,https://www.getcroissant.com/contact
getdalton.com,team@getdalton.com,B,3,direct,https://www.getdalton.com/
getdex.com,contact@getdex.com,B,3,direct,https://getdex.com/
getken.ai,contact@getken.ai,B,3,direct,https://getken.ai/contact
getken.ai,cristian@getken.ai,B,3,direct,https://getken.ai/
getpalm.com,security@getpalm.com,A,5,direct,https://www.getpalm.com:443/security
getpalm.com,hello@getpalm.com,B,3,direct,https://www.getpalm.com:443/
getpalm.com,help@getpalm.com,B,3,direct,https://www.getpalm.com:443/terms
getpalm.com,privacy@getpalm.com,B,3,direct,https://www.getpalm.com:443/privacy
getrecast.com,info@getrecast.com,B,3,direct,https://getrecast.com/
getresponse.com,info@getresponse.com,B,3,direct,https://www.getresponse.com/
getresponse.com,sales@getresponse.com,B,3,direct,https://www.getresponse.com/
getsales.io,support@getsales.io,B,3,direct,https://getsales.io/
getsift.ai,legal@getsift.ai,B,3,direct,https://www.getsift.ai/privacy-policy/
getsift.ai,support@getsift.ai,B,3,direct,https://www.getsift.ai/privacy-policy/
getspeedpoint.com,customersuccess@getspeedpoint.com,B,3,direct,https://getspeedpoint.com/
getspeedpoint.com,legal@getspeedpoint.com,B,3,direct,https://getspeedpoint.com/privacy-policy/
getspeedpoint.com,privacy@getspeedpoint.com,B,3,direct,https://getspeedpoint.com/wp-content/uploads/2025/11/Terms.html
getsponsy.com,hi@getsponsy.com,B,3,direct,https://getsponsy.com/
giatecscientific.com,asiapacific@giatecscientific.com,B,3,direct,https://www.giatecscientific.com/contact/
giatecscientific.com,europe@giatecscientific.com,B,3,direct,https://www.giatecscientific.com/contact/
giatecscientific.com,latinamerica@giatecscientific.com,B,3,direct,https://www.giatecscientific.com/contact/
giatecscientific.com,middleeast@giatecscientific.com,B,3,direct,https://www.giatecscientific.com/contact/
giatecscientific.com,sales@giatecscientific.com,B,3,direct,https://www.giatecscientific.com/
giatecscientific.com,support@giatecscientific.com,B,3,direct,https://www.giatecscientific.com/
giatecscientific.com,unitedkingdom@giatecscientific.com,B,3,direct,https://www.giatecscientific.com/contact/
gigantic.pt,joao.felix@gigantic.pt,B,3,direct,https://www.gigantic.pt/
gigworx.com,help@gigworx.com,B,3,direct,https://www.gigworx.com/
gigworx.com,info@gigworx.com,B,3,direct,https://www.gigworx.com/
gigworx.com,sbe@gigworx.com,B,3,direct,https://www.gigworx.com/contact
gigworx.com,slcsouth@gigworx.com,B,3,direct,https://www.gigworx.com/contact
gigworx.com,support@gigworx.com,B,3,direct,https://www.gigworx.com/contact
glede.app,erik@glede.app,B,3,direct,https://send.glede.app/terms
glede.app,support@glede.app,B,3,direct,https://send.glede.app/terms
globaldatabase.com,office@globaldatabase.com,B,3,direct,https://www.globaldatabase.com/
globalmacit.com,sales@globalmacit.com,B,3,direct,https://globalmacit.com/
glowtify.com,hey@glowtify.com,B,3,direct,https://glowtify.com/
glowtify.com,u003ehey@glowtify.com,B,3,direct,https://glowtify.com/
go1.com,finance@go1.com,B,3,direct,https://www.go1.com/contact-us
go1.com,media.inquiries@go1.com,B,3,direct,https://www.go1.com/contact-us
gocardless.com,vuln-disc@gocardless.com,A,5,direct,https://gocardless.com/.well-known/security.txt
gocardless.com,help@gocardless.com,B,3,direct,https://gocardless.com/legal
gocardless.com,press@gocardless.com,B,3,direct,https://gocardless.com/contact-us
goconsensus.com,clientsuccess@goconsensus.com,B,3,direct,https://goconsensus.com/terms-of-service/
goconsensus.com,legal@goconsensus.com,B,3,direct,https://goconsensus.com/terms-of-service/
goconsensus.com,privacy@goconsensus.com,B,3,direct,https://goconsensus.com/terms-of-service/
gocsm.com,info@gocsm.com,B,3,direct,https://gocsm.com/
goextrovert.com,privacy@goextrovert.com,B,3,direct,https://www.goextrovert.com/privacy
goextrovert.com,support@goextrovert.com,B,3,direct,https://www.goextrovert.com/
goflink.com,it-security@goflink.com,A,5,direct,https://goflink.com/.well-known/security.txt
goldfishads.com,info@goldfishads.com,B,3,direct,https://goldfishads.com/
gong.io,sales@gong.io,B,3,direct,https://www.gong.io:443/contact-us
goodwatercap.com,info@goodwatercap.com,B,3,direct,https://www.goodwatercap.com/
gopitcrew.com,support@gopitcrew.com,B,3,direct,https://www.gopitcrew.com/
gothru.co,info@gothru.co,B,3,direct,https://gothru.co/
gothru.co,support@gothru.co,B,3,direct,https://gothru.co/
gotobeat.com,security@gotobeat.com,A,5,direct,https://gotobeat.com/.well-known/security.txt
gotobeat.com,hello@gotobeat.com,B,3,direct,https://gotobeat.com/
gowindmill.com,support@gowindmill.com,B,3,direct,https://gowindmill.com/
grapelaw.com,info@grapelaw.com,B,3,direct,https://www.grapelaw.com/
grasp.gg,dpo@grasp.gg,B,3,direct,https://grasp.gg/privacy
grasp.gg,privacy@grasp.gg,B,3,direct,https://grasp.gg/privacy
grasp.study,privacy@grasp.study,B,3,direct,https://paths.grasp.study/privacy
grasp.study,support@grasp.study,B,3,direct,https://paths.grasp.study/terms
green-api.com,support@green-api.com,B,3,direct,https://green-api.com/
greenhawk.co.nz,kiaora@greenhawk.co.nz,B,3,direct,https://greenhawk.co.nz/
greenstreet.com,clientsupport@greenstreet.com,B,3,direct,https://www.greenstreet.com/contact/
greenstreet.com,compliance-uk@greenstreet.com,B,3,direct,https://www.greenstreet.com/about/privacy-policy/
greenstreet.com,compliance@greenstreet.com,B,3,direct,https://www.greenstreet.com/about/privacy-policy/
greenstreet.com,media@greenstreet.com,B,3,direct,https://www.greenstreet.com/contact/
greenstreet.com,recruiting@greenstreet.com,B,3,direct,https://www.greenstreet.com/contact/
groupesignalisation.ca,estimation@groupesignalisation.ca,B,3,direct,https://groupesignalisation.ca/
grove.co,support@grove.co,B,3,direct,https://www.grove.co/pages/policies
growthfactor.ai,hello@growthfactor.ai,B,3,direct,https://www.growthfactor.ai/
growthkitchen.co,info@growthkitchen.co,B,3,direct,https://growthkitchen.co/termsandconditions/
growthkitchen.co,press@growthkitchen.co,B,3,direct,https://growthkitchen.co/contact-us-brands/
growthkitchen.co,support@growthkitchen.co,B,3,direct,https://growthkitchen.co/termsandconditions/
grupovelas.com.br,comercial@grupovelas.com.br,B,3,direct,https://www.grupovelas.com.br/
gyramais.com.br,contato@gyramais.com.br,B,3,direct,https://gyramais.com.br/
hackle.io,support@hackle.io,B,3,direct,https://hackle.io/en/
hadrian.io,security@hadrian.io,A,5,direct,https://hadrian.io/.well-known/security.txt
hadrian.io,privacy@hadrian.io,B,3,direct,https://hadrian.io/privacy-policy
halfmoonempanadas.com,info@halfmoonempanadas.com,B,3,direct,https://halfmoonempanadas.com/privacy
haloai.co.id,support@haloai.co.id,B,3,direct,https://www.haloai.co.id/
handwrytten.com,contact@handwrytten.com,B,3,direct,https://www.handwrytten.com/
handy.la,hola@handy.la,B,3,direct,https://www.handy.la/
happycog.com,hello@happycog.com,B,3,direct,https://www.happycog.com/
harness.io,security@harness.io,A,5,direct,https://www.harness.io/security
harness.io,legalnotices@harness.io,B,3,direct,https://www.harness.io/legal
harness.io,privacy@harness.io,B,3,direct,https://www.harness.io/legal
headlight.co,contact@headlight.co,B,3,direct,https://www.headlight.co/privacy/
healthkey.health,info@healthkey.health,B,3,direct,https://www.healthkey.health/
hellodarwin.com,clients@hellodarwin.com,B,3,direct,https://hellodarwin.com/contact-us
hellodarwin.com,info@hellodarwin.com,B,3,direct,https://hellodarwin.com/contact-us
helmer.app,contact@helmer.app,B,3,direct,https://helmer.app/privacy
hex.inc,hey@hex.inc,B,3,direct,https://www.hex.inc/
heybloome.com,citas@heybloome.com,B,3,direct,https://heybloome.com/
heygen.com,security@heygen.com,A,5,direct,https://www.heygen.com/.well-known/security.txt
heygen.com,contact@heygen.com,B,3,direct,https://www.heygen.com/terms
heygen.com,jan.czarnocki@heygen.com,B,3,direct,https://www.heygen.com/privacy
heygen.com,press@heygen.com,B,3,direct,https://www.heygen.com/contact-us
heygen.com,privacy@heygen.com,B,3,direct,https://www.heygen.com/privacy
heygen.com,support@heygen.com,B,3,direct,https://www.heygen.com/contact-us
heygen.com,u003eprivacy@heygen.com,B,3,direct,https://www.heygen.com/privacy
heymantle.com,legal@heymantle.com,B,3,direct,https://heymantle.com/privacy/
heymarvin.com,hi@heymarvin.com,B,3,direct,https://heymarvin.com/contact
heymarvin.com,privacy@heymarvin.com,B,3,direct,https://heymarvin.com/privacy
heymarvin.com,sales@heymarvin.com,B,3,direct,https://heymarvin.com/contact
heymarvin.com,support@heymarvin.com,B,3,direct,https://heymarvin.com/contact
hfsresearch.com,support@hfsresearch.com,B,3,direct,https://www.hfsresearch.com/contact/
higgsfield.ai,security@higgsfield.ai,A,5,direct,https://higgsfield.ai/.well-known/security.txt
higgsfield.ai,press@higgsfield.ai,B,3,direct,https://higgsfield.ai/
higgsfield.ai,support@higgsfield.ai,B,3,direct,https://higgsfield.ai/
highspot.com,security@highspot.com,A,5,direct,https://www.highspot.com/security/
highspot.com,help@highspot.com,B,3,direct,https://www.highspot.com/terms/
highspot.com,legal@highspot.com,B,3,direct,https://www.highspot.com/terms/
highspot.com,privacy@highspot.com,B,3,direct,https://www.highspot.com/privacy/
hivecpq.com,hello@hivecpq.com,B,3,direct,https://hivecpq.com/en
hivecpq.com,info@hivecpq.com,B,3,direct,https://hivecpq.com/en
hoicko.ai,hello@hoicko.ai,B,3,direct,https://hoicko.ai/
holidu.com,security@holidu.com,A,5,direct,https://holidu.com/.well-known/security.txt
holland1916.com,saleshnp@holland1916.com,B,3,direct,https://www.holland1916.com/contact-us
hortitec.es,apv@hortitec.es,B,3,direct,https://hortitec.es/en
hortitec.es,info@hortitec.es,B,3,direct,https://hortitec.es/en
hortitec.es,u003eapv@hortitec.es,B,3,direct,https://hortitec.es/en
hortitec.es,u003einfo@hortitec.es,B,3,direct,https://hortitec.es/en
houseamp.com,hello@houseamp.com,B,3,direct,https://www.houseamp.com/
houseamp.com,support@houseamp.com,B,3,direct,https://www.houseamp.com/contact
howz.com,info@howz.com,B,3,direct,https://www.howz.com/
hri-research.org,info@hri-research.org,B,3,direct,https://www.hri-research.org/contact-us/
hsa.org.ua,info@hsa.org.ua,B,3,direct,https://www.hsa.org.ua/
hsa.org.ua,info@org.ua,B,3,direct,https://www.hsa.org.ua/terms
hubspot.com,security-notifications@hubspot.com,A,5,direct,https://www.hubspot.com/hubfs/.well-known/security.txt
hubspot.com,privacy@hubspot.com,B,3,direct,https://legal.hubspot.com/privacy-policy
hubstaff.com,security@hubstaff.com,A,5,direct,https://hubstaff.com/.well-known/security.txt
hubstaff.com,privacy@hubstaff.com,B,3,direct,https://hubstaff.com/privacy
hubstaff.com,support@hubstaff.com,B,3,direct,https://hubstaff.com/
humaans.io,security@humaans.io,A,5,direct,https://humaans.io/security
humaans.io,accounts@humaans.io,B,3,direct,https://humaans.io/terms
humaans.io,privacy@humaans.io,B,3,direct,https://humaans.io/privacy
humaans.io,sales@humaans.io,B,3,direct,https://humaans.io/
humaans.io,team@humaans.io,B,3,direct,https://humaans.io/
humanic.ai,privacy@humanic.ai,B,3,direct,https://humanic.ai/privacy
hundredx.com,security@hundredx.com,A,5,direct,https://hundredx.com/.well-known/security.txt
hushh.ai,accessibility@hushh.ai,B,3,direct,https://hushh.ai/contact
hushh.ai,careers@hushh.ai,B,3,direct,https://hushh.ai/contact
hushh.ai,one@hushh.ai,B,3,direct,https://hushh.ai/
hushh.ai,partners@hushh.ai,B,3,direct,https://hushh.ai/
hushh.ai,stories@hushh.ai,B,3,direct,https://hushh.ai/contact
hvakr.com,privacy@hvakr.com,B,3,direct,https://hvakr.com/privacy/
hvakr.com,support@hvakr.com,B,3,direct,https://hvakr.com/terms-of-service/
hypercore.ai,contact@hypercore.ai,B,3,direct,https://www.hypercore.ai/
hypercore.ai,support@hypercore.ai,B,3,direct,https://www.hypercore.ai/security
hyperline.co,hello@hyperline.co,B,3,direct,https://www.hyperline.co/
i-glocal.com,info@i-glocal.com,B,3,direct,https://www.i-glocal.com/contact/
iamota.com,hello@iamota.com,B,3,direct,https://www.iamota.com/
iamota.com,privacy@iamota.com,B,3,direct,https://www.iamota.com/privacy-policy/
iasaglobal.org,contactus@iasaglobal.org,B,3,direct,https://www.iasaglobal.org/
iasaglobal.org,dpo@iasaglobal.org,B,3,direct,https://www.iasaglobal.org/privacy-policy/
icepanel.io,mail@icepanel.io,B,3,direct,https://icepanel.io/
idc.com,idc_support@idc.com,B,3,direct,https://www.idc.com/contact/
idc.com,jp_support@idc.com,B,3,direct,https://www.idc.com/contact/
idc.com,permissions@idc.com,B,3,direct,https://www.idc.com/contact/
idc.com,press@idc.com,B,3,direct,https://www.idc.com/
ifcroofing.com,info@ifcroofing.com,B,3,direct,https://www.ifcroofing.com/
iggnita.com,info@iggnita.com,B,3,direct,https://iggnita.com/
imperium.uk,hello@imperium.uk,B,3,direct,https://imperium.uk/
inboxally.com,privacy@inboxally.com,B,3,direct,https://www.inboxally.com/privacy-policy
inboxally.com,support@inboxally.com,B,3,direct,https://www.inboxally.com/contact
inboxkit.com,support@inboxkit.com,B,3,direct,https://www.inboxkit.com/
incident.io,security@incident.io,A,5,direct,https://incident.io/.well-known/security.txt
incident.io,legal@incident.io,B,3,direct,https://incident.io/legal/terms
incident.io,support@incident.io,B,3,direct,https://incident.io/legal/privacy
incorpro.ie,info@incorpro.ie,B,3,direct,https://www.incorpro.ie/
inderes.com,u003evictor.mustala@inderes.com,B,3,direct,https://www.inderes.fi/privacy
inderes.com,victor.mustala@inderes.com,B,3,direct,https://www.inderes.fi/privacy
indicaonline.com,sales@indicaonline.com,B,3,direct,https://indicaonline.com/
indicaonline.com,support@indicaonline.com,B,3,direct,https://indicaonline.com/
infakt.pl,bugbounty@infakt.pl,A,5,direct,https://www.infakt.pl/.well-known/security.txt
infakt.pl,info@infakt.pl,B,3,direct,https://www.infakt.pl/
inflection.io,security@inflection.io,A,5,direct,https://www.inflection.io/legal/privacy-policy
inflection.io,support@inflection.io,B,3,direct,https://www.inflection.io/legal/privacy-policy
influee.co,hello@influee.co,B,3,direct,https://influee.co/
influee.co,legal@influee.co,B,3,direct,https://influee.co/privacy
infrasure.ai,info@infrasure.ai,B,3,direct,https://www.infrasure.ai/
ingenious.build,security@ingenious.build,A,5,direct,https://www.ingenious.build/
ingenious.build,legal@ingenious.build,B,3,direct,https://www.ingenious.build/legal
ingest.ai,daniel@ingest.ai,B,3,direct,https://www.ingest.ai/contact
inistate.com,inistatedemosession@inistate.com,B,3,direct,https://inistate.com/
inki.tech,hello@inki.tech,B,3,direct,https://inki.tech/
inki.tech,partners@inki.tech,B,3,direct,https://inki.tech/
inki.tech,service@inki.tech,B,3,direct,https://inki.tech/
inki.tech,support@inki.tech,B,3,direct,https://inki.tech/
inki.tech,u003epartners@inki.tech,B,3,direct,https://inki.tech/
insites.com,support@insites.com,B,3,direct,https://insites.com/legal/privacy
instabridge.com,support@instabridge.com,B,3,direct,https://help.instabridge.com/en/
instrumentl.com,security@instrumentl.com,A,5,direct,https://www.instrumentl.com/.well-known/security.txt
instrumentl.com,hello@instrumentl.com,B,3,direct,https://www.instrumentl.com/
intellizence.com,info@intellizence.com,B,3,direct,https://intellizence.com/
intentwise.com,hello@intentwise.com,B,3,direct,https://www.intentwise.com/contact
intercom.com,security@intercom.com,A,5,direct,https://www.intercom.com/.well-known/security.txt
intercom.com,press@intercom.com,B,3,direct,https://www.intercom.com/
interlockgtm.com,contact@interlockgtm.com,B,3,direct,https://www.interlockgtm.com/
interlockgtm.com,hello@interlockgtm.com,B,3,direct,https://www.interlockgtm.com/
investnext.com,legal@investnext.com,B,3,direct,https://www.investnext.com/legal/terms-conditions/
investnext.com,support@investnext.com,B,3,direct,https://www.investnext.com/legal/terms-conditions/
iproxy.online,ceo@iproxy.online,B,3,direct,https://iproxy.online/
iyengarnyc.org,info@iyengarnyc.org,B,3,direct,https://www.iyengarnyc.org/
jahypotheques.ca,info@jahypotheques.ca,B,3,direct,https://jahypotheques.ca/
jam.dev,hello@jam.dev,B,3,direct,https://jam.dev/privacy
janet.ai,support@janet.ai,B,3,direct,https://janet.ai/
jasper.ai,security@jasper.ai,A,5,direct,https://www.jasper.ai/security
jasper.ai,hey@jasper.ai,B,3,direct,https://www.jasper.ai/legal/terms
jasper.ai,legal@jasper.ai,B,3,direct,https://www.jasper.ai/legal/terms
jasper.ai,privacy@jasper.ai,B,3,direct,https://www.jasper.ai/legal/privacy
jepto.com,help@jepto.com,B,3,direct,https://www.jepto.com/privacy
jibble.io,support@jibble.io,B,3,direct,https://www.jibble.io/
jobspikr.com,marketing@jobspikr.com,B,3,direct,https://www.jobspikr.com/contact-us/
jobspikr.com,sales@jobspikr.com,B,3,direct,https://www.jobspikr.com/contact-us/
joinotto.com,hello@joinotto.com,B,3,direct,https://joinotto.com/
joinswsh.com,policy@joinswsh.com,B,3,direct,https://www.joinswsh.com/terms
jointimecloud.com,info@jointimecloud.com,B,3,direct,https://jointimecloud.com/contact-us/
jotform.com,legal@jotform.com,B,3,direct,https://www.jotform.com/terms/
jotform.com,privacy@jotform.com,B,3,direct,https://www.jotform.com/privacy/
jotform.com,support@jotform.com,B,3,direct,https://www.jotform.com/
jplug.io,hello@jplug.io,B,3,direct,https://jplug.io/
jurny.com,partner@jurny.com,B,3,direct,https://www.jurny.com/contact
jurny.com,sales@jurny.com,B,3,direct,https://www.jurny.com/contact
jurny.com,support@jurny.com,B,3,direct,https://www.jurny.com/contact
kameobikes.com,info@kameobikes.com,B,3,direct,https://kameobikes.com/en
kameobikes.com,info_bxl@kameobikes.com,B,3,direct,https://kameobikes.com/en
kapptivate.com,hello@kapptivate.com,B,3,direct,https://www.kapptivate.com/
karbonhq.com,security@karbonhq.com,A,5,direct,https://karbonhq.com/.well-known/security.txt
karbonhq.com,billing@karbonhq.com,B,3,direct,https://karbonhq.com/contact-us
karbonhq.com,concierge@karbonhq.com,B,3,direct,https://karbonhq.com/privacy-policy
karbonhq.com,partnerships@karbonhq.com,B,3,direct,https://karbonhq.com/contact-us
karbonhq.com,pe-inquiries@karbonhq.com,B,3,direct,https://karbonhq.com/contact-us
karbonhq.com,press@karbonhq.com,B,3,direct,https://karbonhq.com/contact-us
karbonhq.com,sales@karbonhq.com,B,3,direct,https://karbonhq.com/
karbonhq.com,support@karbonhq.com,B,3,direct,https://karbonhq.com/privacy-policy
kashable.com,security@kashable.com,A,5,direct,https://kashable.com/security.html
kashable.com,support@kashable.com,B,3,direct,https://kashable.com/
katara.ai,hello@katara.ai,B,3,direct,https://katara.ai/
keboola.com,security@keboola.com,A,5,direct,https://www.keboola.com/.well-known/security.txt
keboola.com,billing.uk@keboola.com,B,3,direct,https://www.keboola.com/contact
keboola.com,billing.us@keboola.com,B,3,direct,https://www.keboola.com/contact
keboola.com,billing@keboola.com,B,3,direct,https://www.keboola.com/contact
keboola.com,legal@keboola.com,B,3,direct,https://www.keboola.com/legal
keboola.com,talkto@keboola.com,B,3,direct,https://www.keboola.com/contact
keeping.com,support@keeping.com,B,3,direct,https://www.keeping.com/
kernel.ai,info@kernel.ai,B,3,direct,https://kernel.ai/
kertos.io,hello@kertos.io,B,3,direct,https://www.kertos.io/en
kertos.io,info@kertos.io,B,3,direct,https://www.kertos.io/en
kevel.com,evascov@kevel.com,B,3,direct,https://www.kevel.com/
kiingo.com,websitecontact@kiingo.com,B,3,direct,https://kiingo.com/
kinesis.org,contact@kinesis.org,B,3,direct,https://kinesis.org/
kixie.com,security@kixie.com,A,5,direct,https://www.kixie.com/privacy-policy/
kixie.com,privacy@kixie.com,B,3,direct,https://www.kixie.com/privacy-policy/
kixie.com,support@kixie.com,B,3,direct,https://www.kixie.com/contact/
klaviyo.com,abuse@klaviyo.com,A,5,direct,https://www.klaviyo.com/contact-us
klaviyo.com,reportphishing@klaviyo.com,A,5,direct,https://www.klaviyo.com/contact-us
klaviyo.com,security@klaviyo.com,A,5,direct,https://www.klaviyo.com/
klaviyo.com,legal@klaviyo.com,B,3,direct,https://www.klaviyo.com/legal/terms-of-service
klaviyo.com,partners@klaviyo.com,B,3,direct,https://www.klaviyo.com/
klaviyo.com,press@klaviyo.com,B,3,direct,https://www.klaviyo.com/
klaviyo.com,privacy@klaviyo.com,B,3,direct,https://www.klaviyo.com/legal/terms-of-service
klaviyo.com,sales@klaviyo.com,B,3,direct,https://www.klaviyo.com/
klaviyo.com,trust@klaviyo.com,B,3,direct,https://www.klaviyo.com/contact-us
knapsack.cloud,hello@knapsack.cloud,B,3,direct,https://www.knapsack.cloud/
knight-solutions.com,it_admin@knight-solutions.com,B,3,direct,https://knight-solutions.com/policies
knight-solutions.com,procore@knight-solutions.com,B,3,direct,https://knight-solutions.com/
knock.app,support@knock.app,B,3,direct,https://knock.app/
knocommerce.com,accounting@knocommerce.com,B,3,direct,https://knocommerce.com/privacy-policy/
knocommerce.com,hello@knocommerce.com,B,3,direct,https://knocommerce.com/
knowledgegategroup.com,info@knowledgegategroup.com,B,3,direct,https://knowledgegategroup.com/contact
kobana.com.br,seguranca@kobana.com.br,B,3,direct,https://www.kobana.com.br/.well-known/security.txt
kogenta.com,hello@kogenta.com,B,3,direct,https://www.kogenta.com/
konta.com,info@konta.com,B,3,direct,https://konta.com/
kotzilla.io,contact@kotzilla.io,B,3,direct,https://kotzilla.io/
kourawealth.co.nz,info@kourawealth.co.nz,B,3,direct,https://www.kourawealth.co.nz/
kpicreatives.com,hello@kpicreatives.com,B,3,direct,https://www.kpicreatives.com/contact
kredfeed.com,contacto@kredfeed.com,B,3,direct,https://kredfeed.com/
krisp.ai,info@krisp.ai,B,3,direct,https://krisp.ai/
kruncher.ai,info@kruncher.ai,B,3,direct,https://kruncher.ai/privacy
kruncher.ai,privacy@kruncher.ai,B,3,direct,https://kruncher.ai/privacy
kruncher.ai,sales@kruncher.ai,B,3,direct,https://kruncher.ai/
kscope.io,info@kscope.io,B,3,direct,https://kscope.io/privacy
kscope.io,sales@kscope.io,B,3,direct,https://kscope.io/contact-us
kuradashi.jp,support@kuradashi.jp,B,3,direct,https://kuradashi.jp/pages/privacy
kynship.co,info@kynship.co,B,3,direct,https://kynship.co/
lade.de,post@lade.de,B,3,direct,https://lade.de/
lade.de,sales@lade.de,B,3,direct,https://lade.de/
landapp.com.br,comercial@landapp.com.br,B,3,direct,https://landapp.com.br/
landstack.co.uk,support@landstack.co.uk,B,3,direct,https://www.landstack.co.uk/
lanterne.ai,info@lanterne.ai,B,3,direct,https://lanterne.ai/
lawtrades.com,help@lawtrades.com,B,3,direct,https://www.lawtrades.com/terms
lawtrades.com,sales@lawtrades.com,B,3,direct,https://www.lawtrades.com/contact-us
lawvu.com,security@lawvu.com,A,5,direct,https://lawvu.com/.well-known/security.txt
lawvu.com,info@lawvu.com,B,3,direct,https://lawvu.com/terms/
leadfeeder.com,security@leadfeeder.com,A,5,direct,https://www.leadfeeder.com/security/
leadfeeder.com,info@leadfeeder.com,B,3,direct,https://www.leadfeeder.com/contact/
leadfeeder.com,sales@leadfeeder.com,B,3,direct,https://www.leadfeeder.com/
leadfeeder.com,support@leadfeeder.com,B,3,direct,https://www.leadfeeder.com/
leadmagic.io,security@leadmagic.io,A,5,direct,https://leadmagic.io/.well-known/security.txt
leadmagic.io,support@leadmagic.io,B,3,direct,https://leadmagic.io/
leanrs.com,info@leanrs.com,B,3,direct,https://www.leanrs.com/
legalmike.ai,info@legalmike.ai,B,3,direct,https://legalmike.ai/
letsweel.com,help@letsweel.com,B,3,direct,https://letsweel.com/.well-known/security.txt
letterdrop.com,parthi@letterdrop.com,B,3,direct,https://letterdrop.trust.site/
letterdrop.com,support@letterdrop.com,B,3,direct,https://letterdrop.com/
letterdrop.com,vinod@letterdrop.com,B,3,direct,https://letterdrop.trust.site/
levels.fyi,hello@levels.fyi,B,3,direct,https://www.levels.fyi/
levels.fyi,team@levels.fyi,B,3,direct,https://www.levels.fyi/
leverest.net,info@leverest.net,B,3,direct,https://leverest.net/
levno.com,info@levno.com,B,3,direct,https://www.levno.com/
lightmetrics.co,contact@lightmetrics.co,B,3,direct,https://www.lightmetrics.co/contact-us
lightmetrics.co,info@lightmetrics.co,B,3,direct,https://www.lightmetrics.co/
lilt.com,compliance@lilt.com,B,3,direct,https://lilt.com/legal/privacy
lilt.com,legal@lilt.com,B,3,direct,https://lilt.com/legal/privacy
limacharlie.io,legal@limacharlie.io,B,3,direct,https://limacharlie.io/terms
limbomusic.com,info@limbomusic.com,B,3,direct,https://www.limbomusic.com/privacy
limelife.com,wecare@limelife.com,B,3,direct,https://www.limelife.com/CorpOrphan/home
lindo.ai,sales@lindo.ai,B,3,direct,https://lindo.ai/
lindo.ai,support@lindo.ai,B,3,direct,https://lindo.ai/
linear.app,security@linear.app,A,5,direct,https://linear.app/.well-known/security.txt
linear.app,billing@linear.app,B,3,direct,https://linear.app/terms
linear.app,hello@linear.app,B,3,direct,https://linear.app/contact
linear.app,support@linear.app,B,3,direct,https://linear.app/abuse
listalpha.com,info@listalpha.com,B,3,direct,https://www.listalpha.com/privacy
listalpha.com,privacy@listalpha.com,B,3,direct,https://www.listalpha.com/privacy
listenlabs.ai,florian@listenlabs.ai,B,3,direct,https://listenlabs.ai/privacy
listenlabs.ai,press@listenlabs.ai,B,3,direct,https://listenlabs.ai/
listenlabs.ai,privacy@listenlabs.ai,B,3,direct,https://listenlabs.ai/privacy
listenlabs.ai,support@listenlabs.ai,B,3,direct,https://listenlabs.ai/terms
littlebird.ai,support@littlebird.ai,B,3,direct,https://littlebird.ai/privacy
